Identificador,TipoProducto,FechaFabricacion,Voltaje,Corriente,Desempeno,ConsumoEnergetico,ValorMercado
7147,Laptop,2022-07-13,3.7715,0.997,22.5017,4.3643,26.7914
5571,Laptop,2020-08-17,12.3012,0.6447,51.9458,7.8022,55.9551
443,Accesorio,2022-06-22,7.5809,4.2632,56.3886,31.6868,115.7651
7816,Accesorio,2020-09-01,14.1604,2.1898,60.8355,31.9413,114.9843
5309,Smartphone,2022-03-24,8.7302,3.1645,53.2783,26.2103,96.7288
1321,Accesorio,2020-09-17,14.0375,1.1552,46.5199,16.3497,71.7857
3375,Tablet,2022-08-06,5.6527,0.5319,39.1997,5.1268,38.2108
3217,Laptop,2020-02-27,6.0645,1.3925,31.7034,7.3532,41.9342
3408,Laptop,2021-09-22,8.9068,2.261,48.9534,19.3787,78.1737
6001,Laptop,2020-05-14,4.6094,2.8212,152.084,10.6287,109.718
6145,Smartphone,2021-12-23,8.9482,0.759,42.4533,6.9808,50.7511
6652,Tablet,2022-03-03,12.555,3.1847,51.4278,39.9909,128.4394
2973,Laptop,2021-01-25,11.3107,3.7566,61.4865,41.5809,131.6588
718,Accesorio,2022-08-15,14.3342,3.3315,67.7474,47.3292,152.8596
4118,Tablet,2020-08-13,4.2352,2.8183,45.5947,11.9868,58.2392
18,Accesorio,2020-12-19,4.7453,1.7058,37.3139,6.1282,38.0939
5105,Laptop,2022-03-26,5.8035,1.5138,37.225,8.9221,44.3511
4183,Laptop,2022-07-19,10.0559,4.6918,65.3717,48.3378,150.0997
8267,Tablet,2020-09-08,12.1735,2.1949,61.6495,25.3039,98.7953
457,Smartphone,2021-10-14,10.6585,1.5032,48.7198,15.697,69.0968
123,Smartphone,2022-10-25,13.0886,2.2516,60.5969,29.885,109.2577
1203,Smartphone,2021-07-02,11.7829,1.9929,50.37,22.0509,88.1092
5853,Tablet,2022-12-27,6.2401,0.6718,36.1054,3.9896,37.4933
381,Tablet,2021-04-21,5.101,0.7149,34.915,3.9975,35.2603
7405,Accesorio,2020-07-27,9.2095,1.2455,46.5902,13.0463,63.456
2984,Laptop,2020-08-19,5.1138,1.7681,36.2858,8.0458,45.1001
3219,Accesorio,2021-02-13,5.6881,4.1829,50.4421,23.0245,90.2216
6644,Accesorio,2022-08-19,5.6948,0.7502,33.4269,4.4785,33.9077
3187,Laptop,2021-10-21,5.0575,4.0123,51.7307,20.9527,83.427
5195,Accesorio,2022-09-05,8.3899,1.8574,49.7561,15.2196,73.9406
305,Tablet,2022-08-29,5.414,4.3731,51.2591,23.2118,87.5024
5145,Laptop,2020-03-02,6.1548,0.6753,32.1701,4.777,40.426
6843,Laptop,2022-02-26,7.9262,4.7025,58.6683,37.3124,128.6431
4138,Laptop,2022-03-26,4.8492,4.4345,52.2977,22.1576,79.1961
7508,Accesorio,2021-11-14,7.3049,2.4226,47.3672,19.4785,83.268
5449,Tablet,2021-10-21,4.8004,3.2428,42.7769,14.808,65.0265
3777,Smartphone,2022-05-15,4.8933,1.8038,38.3967,8.626,46.598
2657,Tablet,2020-12-13,5.1097,0.9091,36.2684,3.9807,34.1747
6708,Smartphone,2021-06-28,6.4314,4.0616,52.0107,26.6064,97.6015
1304,Accesorio,2020-05-04,14.0554,1.6745,51.3326,24.1215,98.3961
7729,Laptop,2021-11-28,6.2253,3.3683,49.8021,22.3134,87.3615
6753,Tablet,2021-06-25,11.6696,1.1675,42.681,13.4912,58.6086
2871,Laptop,2021-04-23,5.5804,3.6829,50.8802,20.0716,76.6223
1688,Smartphone,2020-06-24,4.0991,2.7017,41.2239,11.5704,52.5917
2908,Accesorio,2022-03-07,10.5893,1.7784,50.9497,16.7431,72.1627
5098,Accesorio,2022-11-18,14.3444,0.6524,54.1101,10.4213,65.3551
3797,Accesorio,2022-10-09,7.3302,3.6141,49.8758,26.6988,101.587
1381,Accesorio,2020-09-04,3.8381,2.9437,38.1127,10.7347,49.7315
5716,Accesorio,2020-04-17,6.4131,1.1792,34.2807,5.8712,40.3031
3340,Accesorio,2020-10-20,6.7109,1.7257,36.4103,11.0272,56.4121
4497,Accesorio,2021-12-19,5.4615,4.508,59.5403,24.6197,94.4414
4213,Laptop,2020-01-23,9.86,1.1375,50.5434,11.3749,62.4023
7768,Tablet,2020-10-29,14.8254,1.4787,57.5417,21.5659,94.8222
952,Accesorio,2020-06-30,3.0119,3.9511,43.7141,13.2196,63.9206
5632,Accesorio,2020-04-17,5.4024,1.7054,34.2172,7.5804,44.1397
1493,Tablet,2021-08-30,5.4062,3.5615,43.6315,18.3442,73.3231
3538,Accesorio,2021-12-12,11.2531,4.7111,66.5656,53.8592,160.9085
6583,Tablet,2021-02-15,4.3281,0.5706,29.2404,2.1088,27.8606
4277,Accesorio,2021-03-27,8.5538,3.076,47.8911,25.4377,93.2361
295,Smartphone,2020-07-25,7.924,1.7832,47.0968,13.0626,67.5332
447,Smartphone,2020-10-07,,,46.0735,19.9184,82.3795
8546,Accesorio,2020-03-30,7.3291,3.6776,51.6979,26.2951,96.2857
172,Accesorio,2020-03-12,12.3471,3.8973,65.9296,48.6834,151.3999
3548,Tablet,2020-03-11,3.4686,1.1714,34.2591,3.9224,35.9033
3483,Laptop,2020-10-02,11.369,4.4278,65.5129,50.0014,157.3248
260,Accesorio,2022-09-20,6.5947,4.7577,57.3411,30.5445,111.9859
6208,Accesorio,2022-01-22,11.4902,3.3209,59.3521,37.939,126.2361
3874,Laptop,2020-12-25,7.717,0.8221,45.4484,5.5993,46.1378
8799,Tablet,2020-05-24,8.2642,1.6694,45.4796,12.772,64.5706
273,Accesorio,2022-12-06,3.1122,0.6637,26.6699,1.0448,26.7602
529,Laptop,2020-02-20,3.0651,4.2851,45.3091,12.5298,59.9844
3855,Accesorio,2022-01-06,7.4887,0.8105,40.5501,7.111,47.4218
1424,Accesorio,2021-07-02,11.0421,3.4479,152.084,36.8845,165.8102
8727,Accesorio,2020-08-09,14.1819,0.6929,48.9913,7.984,55.0077
1032,Laptop,2022-12-16,10.8888,2.3475,53.9536,25.8424,95.6295
1601,Laptop,2020-11-05,10.0286,4.5911,63.6434,46.49,150.2008
5552,Laptop,2020-03-12,6.5936,3.763,47.2135,26.4656,95.7851
2949,Laptop,2022-12-09,7.8557,4.6267,60.9752,36.472,130.7831
15,Tablet,2021-04-21,,,34.4105,5.3223,47.1426
5342,Smartphone,2022-08-01,,,46.3028,22.0919,88.2349
6060,Laptop,2022-02-06,13.9598,2.2391,63.1822,31.5271,116.7924
1247,Tablet,2021-06-05,14.7345,4.8146,72.1988,71.6023,213.4178
3687,Accesorio,2022-05-20,11.6168,1.6387,51.202,20.5914,80.0303
6426,Tablet,2022-01-31,14.7628,1.8772,64.2036,28.6102,109.9832
8220,Laptop,2022-09-28,13.8012,2.4793,55.0258,33.5265,115.8453
1077,Tablet,2020-05-11,13.2555,2.7565,60.2319,36.7247,126.5138
8018,Smartphone,2020-12-25,12.7418,2.9203,56.3565,36.1779,122.7638
7775,Tablet,2022-04-02,7.7871,4.5977,55.0365,37.2578,121.9491
8376,Accesorio,2020-09-02,12.7099,1.9115,60.4531,24.3255,97.4576
7870,Laptop,2020-05-24,,,55.2085,40.483,128.1041
247,Laptop,2022-04-23,12.2468,3.2998,60.9014,40.7549,133.2551
1231,Smartphone,2020-11-21,7.7263,1.443,46.3343,10.7469,62.2545
8748,Accesorio,2021-01-16,3.1152,0.962,35.1828,2.8479,37.185
387,Smartphone,2022-11-17,12.387,2.1148,58.5447,26.8769,95.4925
4903,Accesorio,2022-12-28,8.8799,0.6541,36.9418,6.6629,45.1145
5235,Smartphone,2022-12-11,14.3388,1.1974,56.6967,14.9809,76.2963
2782,Laptop,2020-12-12,6.7724,4.2063,57.6174,28.5331,106.8066
793,Tablet,2022-10-04,4.0523,1.9558,40.7613,5.8543,43.2872
3456,Accesorio,2022-11-25,9.2639,1.8745,47.0652,18.3324,75.5024
2349,Tablet,2022-11-17,3.9723,2.939,43.4392,11.8701,55.101
5559,Smartphone,2021-08-02,3.0311,4.8355,51.4735,14.6369,67.471
249,Smartphone,2021-07-11,9.2015,1.3189,44.3442,12.0307,59.0177
3061,Tablet,2020-03-23,11.3302,1.9438,57.1794,21.3992,85.4047
6398,Laptop,2020-12-06,4.4238,3.5686,46.8801,16.697,66.8723
8868,Accesorio,2022-11-28,7.2333,4.9033,62.606,34.2667,121.4746
7649,Accesorio,2020-09-10,4.1479,1.5147,36.4409,4.045,34.4908
6664,Accesorio,2021-11-05,9.5734,2.1566,51.0499,19.5963,79.2229
1317,Tablet,2020-09-11,8.0533,3.8939,54.03,31.9839,113.5315
2715,Accesorio,2022-06-09,8.5215,1.0017,42.0653,8.0148,51.8948
5838,Laptop,2020-01-21,13.0127,1.8085,55.8265,24.5031,95.3709
642,Tablet,2020-01-30,7.2551,1.5875,46.7108,13.3093,64.9029
1146,Laptop,2020-09-26,12.2576,0.9681,45.2629,11.8639,58.1096
2473,Accesorio,2021-11-29,5.3162,0.8082,31.2239,2.0796,26.5212
1246,Accesorio,2021-05-11,3.1111,1.0808,32.6438,3.0527,35.3068
7160,Tablet,2022-07-16,11.1412,4.5662,61.6775,51.2572,155.1257
641,Smartphone,2021-12-09,9.1258,4.0395,63.203,36.7341,125.329
2970,Accesorio,2021-10-31,14.045,0.5408,53.6588,7.7163,60.2466
7921,Tablet,2020-03-04,7.8514,1.034,43.8496,9.0986,53.8461
2979,Smartphone,2020-07-31,9.5684,2.0923,48.4778,20.2095,81.3009
1058,Tablet,2021-02-07,9.1606,3.4198,53.0086,32.2715,109.5154
1706,Smartphone,2021-08-16,11.8238,3.0613,55.7911,37.8814,126.5997
1472,Accesorio,2020-08-26,6.9007,3.0427,51.1824,19.6742,81.8224
8989,Laptop,2021-04-28,13.091,3.7248,62.9318,48.059,155.1667
1053,Laptop,2021-02-12,8.9488,4.5728,67.1462,39.4925,133.6985
2183,Accesorio,2022-05-22,11.5899,2.4109,56.6034,29.5534,102.6029
2935,Tablet,2020-11-15,6.913,1.8632,44.4008,11.9421,60.7386
6261,Laptop,2020-03-10,13.1092,1.4596,54.3515,19.9453,86.1114
7978,Smartphone,2021-10-23,4.3014,4.8575,51.7762,21.147,81.9163
2521,Laptop,2022-03-05,5.7694,3.1125,49.0481,17.0121,73.4853
383,Tablet,2022-01-19,12.2186,4.439,65.4987,54.245,168.4017
6761,Accesorio,2021-07-13,4.009,3.9759,47.6465,16.5078,71.4995
1002,Tablet,2021-10-26,11.8676,3.9572,68.1931,47.0871,150.0111
5128,Accesorio,2022-10-08,7.5595,3.3028,52.973,23.804,91.4636
49,Smartphone,2020-01-04,13.3426,1.7948,58.4463,26.0826,102.3319
7745,Tablet,2020-04-07,7.9805,3.6032,52.8015,29.0185,106.988
8984,Accesorio,2021-05-03,6.6147,2.788,48.7031,18.7302,74.3858
388,Laptop,2022-06-21,9.9445,2.1249,51.7017,21.4206,84.5472
5548,Accesorio,2022-11-18,3.0278,4.452,45.0751,12.4009,62.9975
3627,Accesorio,2020-01-10,4.1216,1.9222,29.7677,9.2399,45.2965
6110,Laptop,2022-02-02,9.8072,3.1049,53.1117,32.0291,108.2912
5674,Accesorio,2022-12-23,11.0405,3.6647,59.7538,40.6121,129.0724
7504,Tablet,2022-04-19,14.4939,3.2323,60.1055,47.3033,152.4312
8741,Smartphone,2022-04-15,6.7891,4.5538,56.8228,32.0262,112.7487
7364,Accesorio,2020-06-15,7.1835,1.0169,37.0726,6.6001,43.0968
1751,Tablet,2020-06-26,,,48.4389,21.2388,87.6702
896,Tablet,2021-06-08,8.5245,1.6988,46.4345,13.5818,66.2535
1003,Laptop,2020-05-02,7.2769,0.8259,39.025,6.2155,48.0333
3557,Tablet,2021-04-29,8.8238,3.0913,48.4483,28.3516,100.7605
4130,Accesorio,2022-10-10,10.9412,3.4573,60.2319,37.0941,123.7858
3644,Tablet,2020-09-06,3.6614,3.7811,48.5733,11.0174,58.7851
3825,Accesorio,2022-10-01,4.1183,0.8831,31.7596,4.0695,33.6874
3700,Tablet,2020-05-29,13.1175,3.5246,63.4446,47.649,150.2348
1830,Smartphone,2021-02-06,6.3509,0.913,40.1779,6.1783,47.4079
1367,Smartphone,2020-10-07,,,47.0687,11.6393,65.9177
3551,Laptop,2021-02-21,3.4743,4.9744,48.0368,18.2521,75.1986
6964,Tablet,2021-10-31,12.7034,3.7281,55.2731,47.2777,142.5808
6758,Tablet,2021-12-29,13.1311,4.5294,73.4013,58.6241,183.6065
7758,Smartphone,2022-06-15,4.0285,3.9752,48.5232,15.25,64.4601
4319,Laptop,2020-10-09,3.7958,1.1577,33.1554,7.3234,38.6488
364,Tablet,2020-08-27,8.4029,4.2421,58.2375,35.4399,125.7697
2775,Laptop,2022-06-19,9.4036,2.402,47.6733,22.8887,88.1859
1427,Accesorio,2021-03-31,14.7589,3.6624,59.8615,54.4646,165.7766
6650,Accesorio,2021-03-14,,,45.2739,8.2864,59.104
6399,Laptop,2022-06-25,5.2215,2.0041,41.2896,10.2681,53.5673
4239,Tablet,2021-11-17,13.5498,4.8418,70.5984,67.2353,198.348
4710,Accesorio,2021-05-24,11.744,4.6584,69.9171,53.3983,167.8889
6947,Tablet,2021-11-01,8.339,0.5307,37.5626,3.3598,40.1717
6662,Smartphone,2021-09-23,14.7088,2.6034,68.3077,38.5633,136.2368
8573,Laptop,2021-03-01,6.6102,4.3825,55.4381,27.6523,101.7531
6161,Tablet,2020-04-05,6.0066,3.6558,56.3329,22.7049,91.6676
7779,Laptop,2020-07-13,11.9165,3.6719,61.5232,42.3622,139.543
8949,Smartphone,2022-09-05,14.1832,4.3664,70.2236,62.6884,191.8327
8825,Accesorio,2020-09-15,,,34.8633,4.7012,45.4908
3358,Accesorio,2021-07-11,5.2195,2.1529,44.4356,11.0203,59.0723
770,Accesorio,2021-04-11,13.3352,4.4004,63.2733,59.5991,179.2791
7637,Accesorio,2020-10-03,7.3946,2.5427,48.7664,18.4853,82.5663
2282,Accesorio,2021-07-26,12.5466,2.0655,52.996,25.1961,94.6905
659,Accesorio,2020-09-27,3.3999,1.3026,36.3023,5.0338,37.9965
2113,Smartphone,2022-09-20,14.3873,2.4598,60.5069,34.2135,121.1277
1836,Accesorio,2020-02-02,13.9639,1.2611,58.7893,19.1268,86.0526
6531,Tablet,2021-05-20,7.0349,4.8413,53.1372,34.4965,114.8599
7548,Laptop,2022-11-30,11.3734,2.2309,51.3758,23.8543,88.805
1731,Accesorio,2020-05-15,14.7775,4.0113,72.7209,59.3467,188.0078
2440,Accesorio,2021-10-03,4.6632,1.6954,33.4443,8.9342,46.6926
6635,Smartphone,2020-07-29,5.9851,2.6779,46.6791,16.0451,66.6725
60,Smartphone,2020-08-11,12.2769,1.0037,48.6012,12.1837,59.7977
533,Laptop,2021-11-28,6.0547,3.0818,49.4184,18.3193,73.1918
6269,Smartphone,2020-04-02,6.0557,4.9761,57.0907,32.2836,111.7762
5268,Accesorio,2020-01-28,12.8445,2.4224,59.8773,32.9557,116.7131
2015,Laptop,2020-11-28,,,55.1066,29.744,104.4274
4414,Tablet,2021-09-05,9.8629,0.5462,40.8051,5.2452,39.8197
2922,Accesorio,2022-06-19,8.0428,2.2156,36.5828,20.3286,77.8838
7608,Accesorio,2020-03-25,14.9454,0.9403,58.1856,14.59,75.3665
7176,Smartphone,2020-11-11,5.4483,2.2186,38.4491,12.2783,52.2686
5446,Accesorio,2020-02-24,11.4889,1.0264,43.0939,12.5387,56.4185
1164,Smartphone,2020-11-11,8.7601,3.4446,52.4593,30.1022,108.348
320,Laptop,2021-11-19,3.9952,1.0246,37.0655,4.5018,37.5239
5278,Laptop,2021-02-18,,,47.7843,25.609,94.6235
3560,Smartphone,2020-05-15,7.4988,2.6389,49.3774,18.5179,79.4745
8561,Tablet,2022-05-13,6.5771,2.3418,47.2114,15.7953,69.95
4953,Tablet,2020-02-05,12.2774,4.7935,69.9436,57.2738,173.3437
153,Laptop,2022-06-21,5.6256,4.3035,52.709,22.1424,85.8737
103,Laptop,2020-12-02,,,52.2169,15.5508,77.0369
4951,Accesorio,2021-02-09,5.4155,3.1632,44.4517,17.3412,70.8541
2199,Accesorio,2020-12-10,6.344,4.5507,51.1824,30.0247,100.4087
6217,Accesorio,2021-07-09,5.0481,2.0679,44.7193,13.5697,60.1817
4846,Tablet,2020-01-20,12.7216,3.9287,65.0234,49.7745,155.6626
2373,Tablet,2020-05-02,4.1991,1.2601,33.2594,5.4011,33.7822
2879,Smartphone,2021-11-10,6.4009,3.148,51.6705,20.0845,82.1539
3418,Accesorio,2022-03-29,14.2583,0.7147,56.8606,10.9644,63.0236
2174,Smartphone,2021-11-22,5.7765,4.8978,55.7686,28.6155,101.6363
6592,Accesorio,2021-06-14,14.2928,0.6756,48.6395,8.4161,58.8661
1124,Tablet,2022-09-23,4.7983,2.605,42.268,13.6779,61.4662
1673,Laptop,2021-01-23,10.4218,1.7276,47.911,17.0247,69.0933
4638,Smartphone,2020-01-01,9.8723,0.7212,40.1345,6.5687,45.7922
2425,Smartphone,2021-07-24,12.7532,3.758,64.7847,48.4159,153.3115
2597,Tablet,2021-02-26,10.9435,4.2309,66.3218,46.0694,147.2106
494,Accesorio,2021-03-07,11.2688,1.0546,45.3582,9.9502,51.4527
2315,Accesorio,2022-03-07,11.0412,4.7976,63.3715,52.5222,158.7355
170,Accesorio,2022-05-13,8.9157,0.5894,41.7466,3.847,41.953
3258,Tablet,2022-10-30,4.8138,1.4114,33.7753,6.427,40.3528
1422,Smartphone,2022-09-13,3.9218,3.0357,42.9454,11.3022,52.7987
3645,Tablet,2022-12-24,5.5358,4.7247,51.1354,26.1699,94.3751
1303,Accesorio,2020-08-01,10.8972,2.0761,46.2444,22.5981,80.7851
5784,Smartphone,2020-08-22,8.4975,3.6231,56.8251,30.7575,111.9809
8331,Tablet,2020-02-15,14.9295,4.0346,69.8286,60.0288,183.5783
8685,Smartphone,2021-08-27,,,49.2222,25.8222,93.2207
7803,Accesorio,2020-10-23,14.5777,4.2926,71.1813,63.8699,192.2806
8211,Tablet,2022-01-16,13.7554,3.9808,67.0688,52.7827,166.6929
6693,Accesorio,2020-07-18,5.3298,1.0326,39.4312,7.32,43.3516
5877,Accesorio,2021-05-27,12.2846,3.3481,63.8039,42.2475,137.7359
4233,Smartphone,2021-01-01,6.5607,2.7844,45.6501,18.9075,77.1078
2806,Laptop,2021-02-20,11.6171,3.702,63.2384,42.3099,136.9348
440,Smartphone,2020-02-07,6.7089,0.8881,39.2324,6.399,43.0569
7268,Laptop,2021-05-01,3.5475,4.0175,44.2503,13.6322,66.3464
8161,Smartphone,2020-06-15,11.4418,3.9954,67.2055,44.2538,143.2955
2505,Tablet,2022-09-30,5.6896,4.024,50.2866,24.4033,91.4291
3520,Tablet,2021-08-23,6.9736,1.2911,40.0687,7.1046,47.9761
7819,Accesorio,2021-05-13,5.1427,2.5016,42.7947,12.8955,56.9376
7652,Tablet,2020-06-22,5.826,3.166,46.8328,16.5791,68.1935
4135,Laptop,2022-03-17,7.2672,4.8721,58.1106,32.9785,119.3678
1466,Laptop,2021-07-29,7.9306,3.1422,49.6907,24.0329,94.1492
3458,Smartphone,2020-11-25,3.6386,2.8907,37.5692,9.3107,46.7236
2401,Smartphone,2022-09-12,10.8831,4.8699,67.901,51.2427,161.0141
6328,Laptop,2021-05-17,12.1153,1.658,54.4589,18.6572,80.8887
5943,Laptop,2021-04-23,11.2251,0.9745,44.2262,12.517,57.5351
4272,Smartphone,2021-07-11,14.5183,3.9165,66.8041,58.1302,177.9547
5886,Smartphone,2020-09-14,10.4365,4.3082,61.7109,44.2346,143.1188
5205,Smartphone,2022-08-25,4.3913,3.516,49.6039,16.5272,70.8816
256,Accesorio,2021-01-04,5.8726,2.3508,45.5832,13.5998,62.9151
7946,Tablet,2021-03-23,6.941,3.7712,53.1928,26.1964,98.032
3041,Accesorio,2020-11-01,3.842,2.6721,39.6015,9.2779,47.7618
6807,Laptop,2020-07-11,5.3401,1.8612,34.6768,10.342,49.5312
4511,Laptop,2020-05-19,3.7382,1.6222,38.7127,6.7477,45.4731
7287,Smartphone,2021-12-19,5.9772,3.9958,52.3257,24.0885,88.852
7260,Laptop,2022-09-10,7.0172,3.5901,51.8683,23.866,96.489
4205,Tablet,2022-12-13,5.6755,3.5365,51.8168,17.8263,77.4836
6555,Accesorio,2022-09-03,13.597,1.5476,53.2063,20.9822,90.3084
3786,Tablet,2021-09-09,12.1649,3.6712,56.13,44.4749,137.8774
2799,Laptop,2022-01-21,13.2086,3.7762,67.1326,50.6458,162.1198
6315,Accesorio,2021-03-04,3.2524,1.2695,35.3636,4.9813,37.8208
8054,Laptop,2022-07-26,10.6562,3.2912,58.6631,37.3873,125.9156
1848,Laptop,2021-01-16,9.4231,2.4481,47.5333,22.0337,86.6623
7495,Smartphone,2020-05-24,13.937,2.8396,60.7134,41.2049,138.2848
637,Smartphone,2020-01-29,13.5576,1.4609,54.7344,18.9053,83.3769
1267,Tablet,2020-07-04,11.3551,0.6448,46.5636,4.6342,40.1348
5005,Tablet,2022-09-22,7.1974,4.8328,55.3948,36.4613,122.5088
8674,Accesorio,2021-04-22,4.5028,2.8568,44.0704,13.9551,59.3581
775,Smartphone,2021-01-29,10.3353,4.7174,65.7046,47.0055,150.6826
2087,Accesorio,2020-04-03,13.2358,1.1981,50.4705,16.3213,75.919
5947,Accesorio,2022-10-18,3.476,4.2559,47.3577,13.9086,64.5574
8046,Smartphone,2020-05-22,13.9651,4.7528,72.327,65.6368,198.6664
8080,Smartphone,2020-12-14,3.3403,4.6251,50.7627,15.2636,71.5444
5922,Tablet,2021-09-22,5.0887,4.6051,48.5625,24.1432,83.7663
2018,Tablet,2020-01-07,4.8762,1.56,36.0207,7.07,42.3991
1552,Smartphone,2021-06-01,9.2623,2.0929,42.6949,22.1912,82.0998
8747,Tablet,2020-07-26,5.5717,1.8534,43.7207,11.4813,54.6159
4140,Smartphone,2021-01-30,10.0061,0.9725,48.7798,10.8461,58.2458
2245,Smartphone,2021-10-04,7.8518,1.3679,38.9384,10.7987,57.1979
4742,Tablet,2021-01-20,10.5057,2.4424,48.4849,25.0214,92.3936
7798,Laptop,2022-03-12,14.4432,4.011,66.3224,57.3258,177.393
5819,Smartphone,2021-07-20,7.2908,2.6217,46.2658,18.893,77.2816
8549,Tablet,2022-01-25,13.016,4.0084,67.926,53.4437,167.8654
6003,Laptop,2021-09-13,10.1992,4.8129,63.0255,48.1233,151.5444
630,Accesorio,2020-07-19,6.5164,2.5653,44.8094,16.4585,72.4096
4738,Accesorio,2022-02-14,11.5488,4.4727,67.1944,51.5393,155.7973
6849,Smartphone,2021-08-07,5.0076,3.1183,45.0623,16.4788,67.345
4032,Laptop,2021-03-02,13.0095,3.7701,57.5558,49.2186,153.4176
3024,Smartphone,2020-12-14,11.3909,4.3419,69.8002,48.9119,156.0788
4260,Accesorio,2022-02-15,,,56.8117,23.2719,93.7955
5053,Tablet,2021-09-01,5.9875,3.4698,49.8569,19.5268,76.9335
5444,Accesorio,2021-10-09,7.5332,2.6527,44.795,21.8241,81.8485
3582,Tablet,2020-07-01,13.3923,2.5123,58.9586,33.348,121.6033
7934,Accesorio,2022-01-19,10.7433,2.948,55.5061,31.88,108.006
7762,Smartphone,2021-08-20,4.7478,2.8823,42.8305,12.5048,58.79
2977,Accesorio,2020-11-23,,,57.8609,17.1601,77.7826
6621,Accesorio,2022-04-08,12.2496,2.1174,57.7104,27.4659,99.6275
8513,Laptop,2020-07-02,5.6154,4.7078,57.0286,27.1579,96.4089
1606,Tablet,2021-08-22,14.3999,3.2185,63.6151,47.5265,153.5977
7403,Laptop,2021-06-06,3.8086,3.6518,48.2137,15.1714,70.4798
8589,Smartphone,2021-05-06,5.6833,4.06,44.7519,21.6158,84.7121
6767,Tablet,2020-11-24,9.6412,0.8645,44.8488,7.8351,50.7001
8379,Accesorio,2021-06-23,3.3532,4.6463,48.0534,16.922,69.315
3758,Tablet,2022-01-05,6.2951,3.9081,53.0976,24.626,93.7462
8101,Smartphone,2022-06-26,13.5229,4.4689,68.3624,59.249,185.2654
4565,Accesorio,2021-07-01,5.2803,2.6095,43.4083,12.1215,56.3719
4210,Accesorio,2021-11-11,10.8263,3.6211,64.4526,38.0716,126.7669
6626,Accesorio,2020-08-11,5.6982,1.0534,37.0428,4.6523,38.1609
4279,Tablet,2022-06-07,6.5602,2.6031,46.7698,16.9905,71.2153
4764,Smartphone,2021-02-21,11.2272,2.5484,52.2565,30.1915,101.0557
2852,Smartphone,2020-09-10,10.1346,2.1751,49.3536,22.4761,84.0289
1583,Accesorio,2022-09-06,6.7875,3.5363,47.3088,22.4969,87.0591
6180,Smartphone,2020-07-23,14.9511,4.0548,70.3218,59.91,186.1876
6392,Laptop,2021-07-28,3.8219,4.2288,45.1497,14.5297,66.2664
3886,Tablet,2020-09-17,10.5696,1.6163,57.0561,17.0269,73.2152
6424,Tablet,2020-10-20,11.9409,1.9267,53.0061,23.0214,91.3243
3953,Laptop,2020-10-22,4.7779,2.7022,43.4853,12.6064,54.5244
634,Accesorio,2020-05-23,11.1485,3.0131,58.5695,32.854,113.099
1915,Tablet,2021-01-05,3.6455,4.2057,45.3103,16.7826,67.3308
8488,Smartphone,2021-02-10,5.589,1.8278,42.4604,7.7547,46.8887
3517,Accesorio,2022-08-20,7.6462,4.1791,52.837,31.8336,112.8835
7910,Smartphone,2020-07-07,4.1546,2.1177,36.9518,7.5899,47.2255
4373,Tablet,2022-05-11,14.2743,1.4106,58.7096,19.1313,89.6405
4821,Laptop,2020-01-03,5.3766,2.2947,47.1346,14.3235,60.4478
1752,Tablet,2020-11-06,12.5501,1.3904,51.1649,16.5145,69.8634
5985,Laptop,2022-06-28,,,62.4165,28.3602,106.1786
7336,Accesorio,2020-03-28,6.3773,0.9273,35.7565,6.5,43.463
1533,Laptop,2022-06-10,4.9311,4.415,55.0662,21.7916,83.3226
7532,Accesorio,2021-10-17,6.4395,2.2479,45.1092,15.8669,69.5749
4935,Smartphone,2020-12-28,7.1314,3.4509,53.0982,24.6128,97.2381
1981,Tablet,2021-06-18,13.0648,4.1024,68.2204,53.9516,172.0661
7023,Smartphone,2020-05-05,12.3284,4.9379,68.6366,63.621,189.2834
3927,Accesorio,2020-03-30,8.881,3.1825,55.685,28.533,104.9059
3284,Smartphone,2020-01-16,9.2687,2.9099,52.4398,27.9608,98.2492
5932,Tablet,2020-10-17,3.1615,3.273,36.9204,11.2251,56.8266
7034,Laptop,2021-08-02,13.3027,2.9144,60.0866,39.0294,133.6229
3695,Accesorio,2020-11-25,8.724,1.7471,40.2232,14.4993,65.3839
3715,Laptop,2022-10-14,14.325,1.0879,51.9252,16.052,75.3138
1318,Laptop,2021-06-06,12.9716,1.553,53.658,18.988,84.4443
1598,Accesorio,2022-12-02,6.5809,3.3558,50.186,22.8514,87.2981
5345,Tablet,2022-08-28,3.1021,2.6867,39.5943,9.2281,51.3144
7621,Smartphone,2021-06-11,9.4207,2.5521,152.084,24.9105,144.999
8435,Laptop,2022-06-13,14.215,1.1848,51.8884,17.2852,80.8821
5245,Smartphone,2022-08-13,11.5115,2.2595,58.3609,25.2648,92.4974
4769,Accesorio,2022-03-20,5.0918,4.992,53.8378,24.7379,90.8987
8335,Tablet,2021-08-25,12.5979,1.4711,54.0009,18.2361,80.7288
239,Tablet,2021-05-19,14.669,0.6619,52.1277,9.7573,61.1897
2128,Laptop,2020-01-01,13.5346,2.697,59.4434,36.2493,123.2757
5159,Smartphone,2021-06-04,7.8496,2.9115,51.0382,23.2589,89.9383
7299,Accesorio,2020-03-21,10.9136,4.401,59.4358,49.0765,148.6472
1335,Smartphone,2021-01-28,4.4104,3.2739,48.5335,14.0277,60.5662
6376,Laptop,2021-08-04,11.1331,3.6835,56.4007,41.1972,127.4483
