Identificador,TipoCultivo,FechaCosecha,Peso,Desempeno,Humedad,Precio,Target
2389,Cereal,2021-08-10,4.8226,61.7518,51.6065,14.2371,OK
3372,Fruta,2021-10-12,3.7625,69.2135,87.9935,8.3407,OK
233,Legumbre,2021-03-04,2.2424,53.2195,65.5184,10.9138,KO
3593,Cereal,2022-12-12,4.0801,67.1719,76.4167,9.5683,OK
1302,Legumbre,2021-09-27,5.7642,68.5446,73.331,21.8712,OK
1090,Vegetal,2021-01-25,9.0265,79.1725,84.0204,29.6859,KO
4883,Vegetal,2021-07-01,5.7609,65.0815,63.0073,24.0512,OK
4549,Vegetal,2021-10-10,1.0753,61.0956,51.6572,2.8442,KO
1551,Fruta,2021-10-12,,,54.9373,29.0353,OK
77,Legumbre,2021-04-08,6.7688,67.85,84.7607,27.025,OK
5510,Vegetal,2021-01-23,6.294,72.3891,33.7478,21.7718,OK
234,Legumbre,2022-10-24,,,81.3756,16.5041,OK
1429,Vegetal,2021-05-28,2.9663,53.259,53.3594,13.875,KO
5176,Vegetal,2021-05-21,9.3863,90.3515,88.5671,30.121,KO
257,Cereal,2022-03-31,3.2619,60.0054,33.0281,13.4026,OK
3851,Legumbre,2022-07-25,7.7912,72.1303,62.8852,16.6252,OK
2227,Cereal,2022-05-02,9.9867,83.1212,31.8381,35.0552,KO
2882,Fruta,2021-04-03,0.7011,54.5615,87.2071,3.1122,KO
319,Cereal,2022-03-26,7.6094,74.1966,45.5432,33.057,OK
1257,Vegetal,2022-07-26,7.52,72.1347,75.6991,34.1179,OK
3127,Vegetal,2021-04-15,1.0664,51.9366,80.4808,2.8445,KO
155,Fruta,2022-01-02,9.8567,87.164,53.0948,36.2381,KO
3286,Legumbre,2022-10-15,,,70.5967,24.3725,OK
4183,Cereal,2021-07-29,4.1156,64.3044,42.4883,15.3336,OK
5397,Legumbre,2021-11-13,3.1142,50.09,54.8357,8.7305,KO
2613,Vegetal,2021-02-13,0.8046,48.7765,31.2163,3.9414,KO
3858,Cereal,2022-08-03,4.5118,66.9498,85.1215,21.6299,OK
3729,Cereal,2021-09-28,8.1476,77.5415,68.3852,19.5137,KO
1097,Vegetal,2021-04-01,8.3868,79.2454,66.2624,40.8796,KO
2202,Vegetal,2021-01-08,2.2134,64.5746,45.5401,8.7796,OK
3475,Fruta,2021-09-09,2.6161,51.9697,62.8473,5.2819,KO
4305,Fruta,2022-01-06,8.857,70.533,47.1393,30.8957,KO
3481,Vegetal,2022-05-01,6.1791,64.0032,47.1432,22.1259,OK
1395,Fruta,2021-10-20,6.7268,75.1975,87.8349,27.1244,OK
1368,Vegetal,2021-10-10,5.1343,64.3313,37.8984,11.4822,OK
3441,Cereal,2021-08-23,2.0951,61.2275,87.5194,7.0304,OK
5105,Legumbre,2022-09-28,4.9511,64.0661,62.7884,15.7033,OK
1995,Fruta,2021-04-21,5.0693,77.3879,61.6427,18.9214,OK
2562,Legumbre,2021-11-17,0.5184,57.3861,79.4009,2.5703,KO
809,Vegetal,2021-04-16,1.3773,49.483,86.5041,5.3152,KO
5861,Fruta,2022-08-05,4.4693,71.4234,59.3395,20.6106,OK
387,Cereal,2022-06-13,4.1379,62.3891,32.622,10.4707,OK
912,Fruta,2022-12-02,1.6917,59.4243,36.2649,4.7951,KO
2718,Cereal,2021-04-04,9.5045,80.3402,88.2604,45.8716,KO
4032,Cereal,2022-06-21,3.3346,61.9938,35.3271,7.3518,OK
1375,Cereal,2021-05-21,3.1667,113.5065,73.317,9.9338,OK
1406,Legumbre,2021-11-07,5.1333,66.5225,78.3929,10.4913,OK
4606,Vegetal,2022-05-05,5.9905,67.7665,80.4247,23.5062,OK
1469,Legumbre,2021-04-17,6.7108,66.0157,75.6457,14.0723,OK
780,Cereal,2021-01-11,3.07,64.3919,78.015,10.6087,OK
1489,Fruta,2022-06-15,3.4396,57.4784,64.8039,12.985,KO
4013,Vegetal,2022-10-11,0.8651,46.3744,79.9404,3.4184,KO
4187,Vegetal,2022-04-05,3.4766,56.8918,83.2919,17.2779,KO
1154,Vegetal,2022-03-02,5.1522,59.5565,62.9378,10.5923,KO
977,Legumbre,2022-05-08,9.8327,80.7439,56.4616,32.5661,KO
2483,Fruta,2021-01-13,1.2093,58.5983,88.7206,5.1178,KO
3850,Fruta,2021-01-16,2.0997,55.6711,79.9887,9.5145,KO
4397,Legumbre,2022-08-15,3.0251,65.0614,34.4308,11.3893,OK
2223,Vegetal,2021-07-18,6.3529,63.0504,68.8817,21.2082,OK
2,Legumbre,2022-06-03,6.5414,60.4813,79.5495,16.3081,OK
1566,Cereal,2021-05-30,6.1086,71.2178,49.7406,24.476,OK
1480,Legumbre,2021-12-14,4.289,69.2668,84.6428,11.3809,OK
2011,Cereal,2021-05-28,2.7951,66.1113,48.8342,11.7847,OK
4642,Fruta,2021-07-10,6.3514,65.955,61.2404,21.2244,OK
5893,Fruta,2021-04-19,,,48.2527,36.8853,OK
2697,Legumbre,2022-03-03,9.7048,80.8821,85.3023,29.8372,KO
4858,Cereal,2021-06-15,4.3416,71.1246,58.7294,9.8162,OK
1709,Legumbre,2021-02-21,1.56,59.0053,88.4474,6.8503,KO
4822,Fruta,2022-02-26,7.2016,81.0019,53.0258,20.0598,OK
3663,Vegetal,2021-07-01,1.6022,48.4111,41.5258,5.5381,KO
3132,Cereal,2022-11-14,6.3277,64.1151,83.5763,21.6963,OK
2188,Vegetal,2022-09-03,,,44.8466,22.6783,OK
996,Fruta,2022-07-04,3.832,59.1598,83.9816,12.468,KO
5980,Legumbre,2021-11-19,9.6305,78.3838,67.9883,39.7828,KO
3170,Legumbre,2021-06-16,8.1767,68.5205,64.5572,25.9067,KO
1782,Legumbre,2021-11-26,7.7174,70.1134,46.8111,23.6987,OK
4344,Cereal,2021-07-27,1.1941,58.1829,36.5872,2.8741,KO
410,Vegetal,2021-07-18,8.1546,73.1345,85.9211,31.0102,KO
804,Fruta,2021-03-30,9.915,76.5351,44.8767,31.7636,KO
1062,Fruta,2022-11-18,5.228,61.5648,89.349,24.9716,OK
5503,Legumbre,2022-07-22,7.6446,73.157,87.641,37.5308,OK
2746,Vegetal,2021-07-24,1.3679,61.3575,83.4109,5.606,KO
856,Fruta,2022-02-16,7.8511,73.8929,39.1545,30.9297,OK
3963,Fruta,2021-03-15,9.0708,72.1291,43.3916,38.7145,KO
282,Legumbre,2021-06-26,1.015,44.1332,81.4911,3.0278,KO
3883,Fruta,2022-05-13,4.6976,62.8446,41.1726,21.3818,OK
2464,Vegetal,2021-03-23,3.912,62.1416,71.9518,8.3756,OK
5285,Cereal,2022-07-19,4.8494,61.0517,84.7425,22.0685,OK
212,Cereal,2021-10-22,4.6209,65.01,73.3939,12.2635,OK
4299,Cereal,2022-03-30,1.5606,53.5045,56.7475,6.6657,KO
584,Vegetal,2021-04-01,6.5653,75.8743,63.9834,18.6057,OK
2041,Fruta,2022-03-15,4.4376,57.1507,86.0517,11.766,KO
1970,Fruta,2021-12-11,1.7546,55.4014,64.6855,3.9326,KO
533,Fruta,2021-07-14,9.6161,82.1032,72.8874,42.9429,KO
3526,Fruta,2021-11-06,8.5869,76.1966,63.8468,26.854,KO
256,Cereal,2021-08-30,1.3929,52.1444,88.3773,6.6469,KO
2261,Fruta,2021-01-15,1.2206,54.7271,50.245,3.6455,KO
516,Cereal,2021-10-27,1.0258,51.1402,30.5917,4.9873,KO
4351,Legumbre,2021-03-31,5.88,73.6754,36.8072,13.4304,OK
2752,Fruta,2022-12-30,9.317,78.2284,49.8903,31.0455,KO
4199,Cereal,2022-06-08,3.0575,56.1908,64.9473,6.4301,KO
3888,Fruta,2021-01-01,7.8096,71.6787,67.4982,24.1319,OK
2580,Vegetal,2022-11-24,4.3976,63.714,68.9389,14.1596,OK
5276,Cereal,2021-11-04,5.6874,70.2585,60.5856,20.2109,OK
532,Legumbre,2021-08-27,2.2066,57.146,74.9597,6.2296,KO
1461,Fruta,2021-05-10,5.1088,53.9445,30.8289,10.3768,KO
327,Cereal,2022-02-18,7.3722,72.607,38.7009,20.9189,OK
247,Fruta,2021-01-03,8.5025,79.2419,75.8144,36.3445,KO
3906,Legumbre,2021-04-19,,,86.1765,14.2145,OK
1623,Vegetal,2021-10-18,3.3641,63.7567,66.3878,7.7264,OK
931,Cereal,2021-05-23,5.4417,66.0155,76.0269,15.7115,OK
3110,Vegetal,2021-04-09,6.6305,69.4044,31.0197,20.4029,OK
2151,Fruta,2021-07-01,4.3629,62.8319,46.3469,19.8907,OK
1714,Fruta,2021-11-13,8.1476,72.7149,64.6907,19.7888,KO
70,Vegetal,2022-04-19,4.7336,63.793,71.2325,23.4523,OK
389,Fruta,2022-06-21,8.334,73.4182,55.6351,36.694,KO
3487,Vegetal,2021-03-19,4.1832,66.1378,82.97,11.2619,OK
1344,Fruta,2022-12-22,8.6637,68.2397,59.896,36.2189,KO
1972,Fruta,2022-12-01,4.6652,64.0546,61.0031,9.57,OK
5099,Vegetal,2022-04-18,4.5937,58.4767,53.661,14.5643,KO
699,Vegetal,2022-10-22,4.2915,61.4627,81.009,17.5543,OK
3038,Legumbre,2021-03-31,3.7969,55.7027,55.5626,13.8401,KO
748,Cereal,2021-03-25,9.923,83.3337,35.7103,44.4377,KO
4619,Cereal,2022-12-02,7.8464,71.4976,39.6648,24.1675,OK
3640,Cereal,2021-06-30,,,65.164,24.3469,OK
2096,Cereal,2021-02-19,6.8506,85.2247,45.7658,14.8777,OK
4632,Cereal,2022-08-13,7.9761,72.1862,50.5236,39.4895,OK
4508,Vegetal,2022-12-01,6.1469,62.9064,47.1427,18.6772,OK
2237,Cereal,2022-05-08,5.9728,67.3285,55.165,23.311,OK
3684,Vegetal,2021-12-04,4.349,59.7585,31.5811,13.3314,KO
831,Fruta,2022-03-15,1.0651,54.1286,47.0106,4.6856,KO
4070,Legumbre,2022-12-17,8.8747,73.8111,71.0321,39.348,KO
228,Vegetal,2022-09-11,7.4752,71.4085,61.2812,28.4312,OK
1036,Vegetal,2022-01-10,4.7063,53.9523,44.3566,11.2855,KO
3550,Legumbre,2021-08-15,5.3972,65.6414,45.8316,22.0847,OK
1860,Fruta,2022-06-08,3.3086,59.0324,33.3929,16.0005,KO
3242,Legumbre,2021-10-27,9.3451,76.9831,49.9875,20.8605,KO
5163,Fruta,2021-04-16,2.8941,52.48,49.4975,10.3404,KO
1096,Vegetal,2022-04-16,8.4457,72.3697,43.4065,21.9917,KO
5968,Vegetal,2021-03-23,9.1256,67.6162,33.4252,37.8004,KO
3413,Vegetal,2022-11-10,2.9359,54.0892,54.625,10.8252,KO
4279,Fruta,2022-01-12,7.9438,70.1458,73.5163,37.8837,OK
4704,Fruta,2022-11-19,1.4116,59.0543,63.9126,6.537,KO
5280,Fruta,2021-04-20,4.8216,57.7806,67.6368,23.5799,KO
1999,Cereal,2022-04-26,1.9539,50.553,72.0319,6.3445,KO
2774,Legumbre,2022-09-22,9.3587,74.7593,77.6933,37.3249,KO
4020,Legumbre,2021-04-24,9.3523,76.428,32.3931,22.0485,KO
963,Vegetal,2021-05-19,5.1684,67.323,44.0784,12.1427,OK
892,Cereal,2021-10-03,4.0397,46.8871,42.3244,12.0614,KO
190,Vegetal,2022-05-18,3.8117,63.9274,45.5465,15.9747,OK
947,Fruta,2021-02-13,1.5872,55.7939,31.9761,5.6059,KO
1055,Fruta,2021-09-28,2.8484,113.5065,30.7743,7.1157,OK
3294,Fruta,2021-04-05,6.2013,64.3564,47.1998,28.8706,OK
4853,Fruta,2021-05-25,5.4702,67.5283,75.5016,11.0527,OK
173,Cereal,2022-04-25,3.3315,60.4287,31.5259,12.5516,OK
5960,Vegetal,2021-05-02,6.6064,69.4809,66.613,16.1507,OK
1589,Cereal,2022-10-23,2.2568,59.2048,46.3979,7.2786,KO
4670,Legumbre,2022-03-20,7.1642,72.7194,81.246,21.1874,OK
2834,Fruta,2022-11-30,6.3546,68.6182,43.1319,22.6965,OK
2256,Legumbre,2021-05-24,1.1892,54.4543,41.982,2.9146,KO
272,Legumbre,2021-03-02,3.6935,63.0829,36.7853,13.561,OK
3658,Legumbre,2022-07-14,7.7533,72.4474,50.8935,17.2073,OK
1875,Vegetal,2021-09-16,6.7711,54.8108,44.1518,30.3262,KO
4825,Fruta,2021-03-03,3.3168,59.0341,54.8733,11.632,KO
4607,Cereal,2021-12-30,5.5103,69.4917,49.7558,15.3773,OK
4465,Legumbre,2022-11-08,2.5499,58.8896,49.5742,6.2815,KO
5435,Cereal,2022-06-26,1.4087,49.5206,33.3708,6.3943,KO
4426,Fruta,2021-07-01,5.9434,63.3845,59.5471,15.7819,OK
715,Legumbre,2021-03-29,6.9574,63.4882,40.8747,30.9029,OK
2409,Cereal,2021-12-23,2.8165,63.6167,48.2775,9.3974,OK
4631,Fruta,2021-08-22,2.3907,57.2016,87.2079,8.5361,KO
178,Cereal,2021-03-10,,,76.2328,15.7329,OK
1700,Legumbre,2022-03-03,,,40.8142,18.2827,OK
1361,Vegetal,2021-10-31,6.8095,64.6231,39.6628,17.4169,OK
4803,Cereal,2021-05-20,6.9599,73.4103,60.3831,17.9361,OK
873,Vegetal,2021-03-17,7.2966,77.6213,67.3856,35.2526,OK
2018,Vegetal,2022-05-10,4.7885,68.231,54.4704,15.457,OK
4950,Cereal,2022-11-18,7.4989,74.8277,34.1156,28.3866,OK
929,Vegetal,2022-04-12,8.4694,70.0088,55.5723,33.518,KO
2258,Vegetal,2021-08-04,8.3393,67.8254,41.6811,41.5018,KO
5719,Fruta,2021-06-07,5.5556,74.7333,47.2019,25.9474,OK
2850,Vegetal,2021-10-05,6.6061,65.6844,74.1497,27.5671,OK
4652,Legumbre,2021-04-15,3.9675,72.6642,44.4583,17.4445,OK
778,Legumbre,2021-01-31,4.4027,67.4604,79.17,11.6558,OK
2053,Vegetal,2021-05-07,7.3113,78.07,31.9257,24.4738,OK
2911,Legumbre,2021-05-12,4.8937,65.0504,73.7274,24.4623,OK
981,Legumbre,2021-08-21,8.7488,73.6927,31.3333,40.4382,KO
5374,Vegetal,2022-02-24,3.4537,62.4272,43.0285,13.1552,OK
2643,Fruta,2021-02-01,,,85.2943,10.96,OK
477,Fruta,2022-04-25,9.3756,74.43,76.6416,32.6692,KO
1070,Fruta,2022-11-19,8.2488,73.4962,67.0988,21.2751,KO
3197,Legumbre,2022-11-20,3.6639,63.1996,87.0062,16.3825,OK
5584,Vegetal,2022-11-18,0.5011,46.6442,67.5903,1.2837,KO
787,Cereal,2021-09-23,3.5692,55.1387,79.8693,7.1917,KO
3539,Legumbre,2021-12-21,1.8786,53.3571,39.3672,5.8049,KO
1491,Fruta,2021-10-23,5.4757,61.0249,61.1464,25.7242,OK
1328,Fruta,2022-08-29,5.534,57.5728,86.1341,26.0781,KO
4812,Legumbre,2021-01-31,9.3126,83.8844,78.86,37.8182,KO
3364,Vegetal,2022-02-28,9.439,80.1599,37.2013,37.79,KO
1327,Fruta,2021-11-10,7.1276,73.3432,45.0385,16.6817,OK
565,Legumbre,2021-08-05,8.7336,78.4972,87.37,42.4586,KO
3282,Fruta,2021-05-27,7.6035,74.2498,66.5786,34.0714,OK
2270,Legumbre,2022-06-26,8.4354,73.6764,48.6176,26.3108,KO
3402,Legumbre,2022-03-09,2.501,55.7886,35.4576,8.4253,KO
5101,Cereal,2021-12-19,2.4544,61.5639,55.3611,8.8042,OK
825,Legumbre,2021-07-30,4.817,72.4806,78.9217,19.7595,OK
3001,Legumbre,2022-02-06,7.3073,71.8159,86.9116,24.0758,OK
5217,Vegetal,2022-04-12,0.5125,47.3278,65.6521,2.0838,KO
3868,Legumbre,2021-08-03,,,48.5462,3.6965,OK
4742,Vegetal,2022-11-20,3.1383,56.6351,74.8466,15.5033,KO
4935,Legumbre,2022-01-29,8.8481,70.3126,30.9817,32.2452,KO
3533,Legumbre,2021-11-20,6.2368,63.2236,64.9965,23.5072,OK
670,Cereal,2022-02-10,3.3287,64.2,85.0616,6.8334,OK
4464,Cereal,2022-09-05,9.1811,76.2156,49.761,29.0131,KO
3212,Legumbre,2021-04-24,5.8475,65.1542,56.6105,17.073,OK
1835,Legumbre,2021-08-10,0.7065,57.137,43.2234,1.839,KO
805,Vegetal,2022-11-19,1.4685,58.3398,48.0101,7.0781,KO
5806,Fruta,2022-04-09,2.748,113.5065,37.7441,10.8434,OK
5780,Cereal,2022-11-20,3.286,56.4765,63.0064,14.3399,KO
4656,Fruta,2022-12-17,,,89.3783,18.2452,OK
4910,Cereal,2021-02-08,9.6982,81.8083,75.7662,28.4001,KO
1267,Cereal,2022-09-12,1.4603,56.0175,80.8389,6.8528,KO
4854,Fruta,2021-07-27,9.0419,73.6574,41.8081,38.6555,KO
5842,Fruta,2021-01-11,5.6612,61.5027,57.3873,13.2555,OK
457,Vegetal,2022-02-18,2.3036,55.251,45.1751,5.5801,KO
2671,Cereal,2022-06-11,7.8003,69.2727,65.811,27.6938,OK
417,Fruta,2022-11-24,6.5662,65.8195,61.1278,25.593,OK
5225,Fruta,2022-01-31,,,57.5126,9.4206,OK
2173,Fruta,2022-01-16,8.6974,72.2719,44.9218,41.6798,KO
2625,Legumbre,2022-09-01,9.9473,74.0324,86.904,41.0983,KO
2019,Fruta,2021-04-24,2.8462,61.6347,51.2017,7.5867,OK
4364,Fruta,2021-10-06,1.3041,49.966,46.4297,5.9905,KO
5972,Legumbre,2022-08-03,6.7734,63.1849,52.1626,24.8572,OK
3782,Cereal,2022-11-09,7.7083,78.5667,89.1853,30.3952,OK
1967,Fruta,2022-01-04,,,73.4988,11.2922,OK
2544,Legumbre,2021-06-07,5.4179,64.001,69.6622,21.6299,OK
2902,Vegetal,2022-06-06,6.2652,74.8129,84.5961,13.5594,OK
5169,Vegetal,2021-09-25,4.4956,52.1123,87.975,20.8198,KO
615,Vegetal,2022-12-10,4.8653,73.5481,82.1674,11.0054,OK
5297,Fruta,2022-10-08,3.3417,67.4768,30.5478,7.8346,OK
956,Cereal,2021-07-09,7.2122,73.8913,73.2567,27.168,OK
84,Legumbre,2021-01-22,8.8695,72.2707,75.7169,20.873,KO
1068,Cereal,2021-05-12,6.2456,75.1833,48.0612,24.2622,OK
3692,Legumbre,2022-09-07,2.1644,60.4551,65.2276,10.3857,OK
958,Fruta,2021-11-17,8.7643,81.9573,70.8142,28.2388,KO
2536,Cereal,2021-07-31,4.5714,64.3397,66.4881,16.3907,OK
2729,Cereal,2022-12-25,7.0254,68.3382,33.1128,22.8983,OK
4698,Fruta,2021-11-19,5.0659,67.6499,59.193,14.6824,OK
1826,Fruta,2022-05-04,8.7895,76.9328,76.7749,31.3537,KO
2862,Legumbre,2021-03-25,7.4138,77.2373,65.2624,35.0402,OK
4208,Vegetal,2022-02-10,5.1427,65.7157,63.609,25.1664,OK
1268,Legumbre,2021-01-04,3.434,64.1244,58.4419,16.4627,OK
1658,Cereal,2021-07-07,,,89.4629,13.5623,OK
4296,Legumbre,2022-01-21,3.8025,64.8655,80.4822,14.5645,OK
4905,Cereal,2021-07-11,4.5968,68.7702,77.7032,12.2849,OK
3633,Cereal,2022-10-30,1.0688,60.4371,59.7766,3.5148,KO
1263,Cereal,2022-03-29,7.7094,76.9833,52.4965,32.6541,OK
4856,Legumbre,2022-01-11,5.3426,69.2591,43.8362,25.791,OK
1890,Fruta,2022-08-28,0.8931,54.6704,43.8633,1.8247,KO
3226,Legumbre,2022-10-30,3.2826,56.6536,52.2837,10.9182,KO
4212,Legumbre,2021-06-23,8.0191,77.792,34.433,19.4886,KO
4291,Cereal,2021-09-12,7.3677,68.5392,36.0837,36.6463,OK
5828,Legumbre,2021-11-20,2.926,61.8419,75.2621,13.4627,OK
2810,Legumbre,2022-02-02,1.0127,50.0373,80.6817,4.9048,KO
4530,Fruta,2021-03-08,3.0125,61.7741,86.7654,6.207,OK
836,Legumbre,2022-05-03,8.5845,73.0032,72.1988,30.5522,KO
5060,Vegetal,2021-12-06,3.3449,54.3816,48.5325,9.7098,KO
45,Legumbre,2022-06-10,7.1064,70.8963,35.9718,27.1948,OK
1511,Cereal,2022-01-09,6.5582,71.9303,48.9665,19.3312,OK
504,Legumbre,2021-09-24,5.8238,68.2587,37.1208,23.4237,OK
5143,Cereal,2021-08-04,8.5357,68.2942,80.3046,34.062,KO
4314,Vegetal,2022-04-13,3.9338,56.3085,74.9848,14.9385,KO
5310,Fruta,2021-05-05,1.2609,59.0008,85.8582,3.9525,KO
3328,Cereal,2022-03-12,4.7319,60.8869,69.1715,17.2272,OK
4457,Cereal,2022-05-11,1.0165,52.9799,68.4171,4.3597,KO
1301,Cereal,2022-08-22,8.7567,75.2891,57.397,31.1147,KO
506,Fruta,2022-06-12,8.06,69.3172,72.1658,31.6921,KO
442,Legumbre,2022-09-27,9.7563,82.5686,54.8433,45.0975,KO
1655,Vegetal,2021-04-22,9.2426,80.3396,55.9811,42.9126,KO
1600,Fruta,2022-07-12,1.9994,64.3694,72.8051,7.5133,KO
3051,Legumbre,2021-10-09,9.3485,79.3449,75.7221,45.536,KO
840,Fruta,2021-07-07,5.568,52.4818,63.7343,19.1932,KO
4019,Fruta,2022-06-26,4.5605,62.1321,36.2448,21.3276,OK
4160,Fruta,2022-08-24,,,62.0337,16.1046,OK
4060,Cereal,2022-02-01,4.2984,113.5065,74.6452,21.3525,OK
4043,Cereal,2022-07-30,6.0889,57.5611,70.466,28.0458,KO
1818,Cereal,2021-07-06,6.3598,62.2222,49.5166,25.1187,OK
916,Vegetal,2022-05-26,3.6447,60.0302,46.728,10.4524,OK
736,Cereal,2022-05-09,4.7285,67.7303,41.9154,14.2627,OK
108,Legumbre,2022-07-14,7.2821,74.1725,55.6537,30.873,OK
5857,Legumbre,2021-08-17,7.1977,63.3776,35.4185,15.1055,OK
2881,Vegetal,2022-01-22,9.1338,76.0854,68.3522,21.0271,KO
689,Cereal,2022-10-05,9.4772,77.7521,37.4905,21.6339,KO
5391,Legumbre,2022-06-06,2.7201,58.7487,57.925,6.4743,KO
1678,Cereal,2021-02-21,8.0376,67.897,48.6631,32.9134,KO
4801,Cereal,2021-10-03,5.6392,65.4053,82.3189,27.8266,OK
1163,Vegetal,2022-12-03,3.9368,58.211,40.7709,18.3765,KO
5796,Legumbre,2021-10-16,9.3817,78.6655,81.9191,27.7329,KO
65,Cereal,2021-11-21,3.6043,63.847,37.0035,11.5054,OK
5550,Vegetal,2022-11-12,0.6846,44.9732,54.1278,3.3555,KO
2674,Cereal,2021-10-11,6.0079,61.5263,74.2616,12.1935,OK
2604,Fruta,2021-07-17,4.9307,70.5835,57.6076,10.1557,OK
762,Vegetal,2022-06-24,6.0714,61.9559,42.4802,21.3142,OK
4770,Cereal,2021-04-13,4.7162,67.0202,41.0255,23.1797,OK
910,Vegetal,2021-06-05,6.4533,74.4015,46.0489,25.1994,OK
2870,Cereal,2022-06-07,9.0486,78.5036,31.1932,41.3983,KO
1453,Legumbre,2021-07-08,9.6269,78.626,41.812,31.2252,KO
832,Fruta,2022-12-09,6.3036,61.2818,82.2981,15.819,OK
5048,Legumbre,2022-03-31,1.2818,55.8729,30.8112,6.1501,KO
2574,Fruta,2022-12-05,2.2595,63.3307,53.6882,10.8899,OK
4249,Cereal,2022-10-01,7.7017,70.9873,63.0818,30.3108,OK
3164,Fruta,2022-11-13,7.8857,73.1804,79.8289,19.7968,OK
4740,Legumbre,2021-07-14,8.9588,74.9105,77.9637,29.1836,KO
872,Legumbre,2022-11-30,1.734,58.3701,40.7189,4.8989,KO
3120,Legumbre,2021-03-16,,,45.5466,28.0441,OK
4555,Fruta,2022-12-16,6.0395,69.4222,81.4089,12.9579,OK
5370,Vegetal,2021-12-15,1.7432,51.541,33.74,4.05,KO
999,Legumbre,2022-01-06,7.0455,68.4698,71.5818,26.8518,OK
1099,Vegetal,2022-10-23,7.1336,72.0982,38.0052,35.5281,OK
296,Legumbre,2022-03-02,2.5209,59.0676,35.0862,5.5733,KO
5901,Legumbre,2022-06-12,3.8453,58.7451,89.1292,8.4875,KO
4871,Legumbre,2022-08-31,9.7386,80.3769,58.336,34.441,KO
4023,Legumbre,2022-10-05,1.4684,63.7962,57.9471,6.4234,KO
2087,Vegetal,2021-11-09,6.615,78.0845,41.0186,24.7351,OK
5833,Cereal,2021-08-03,5.018,66.8917,30.5695,22.4121,OK
5376,Cereal,2022-10-28,2.0368,58.2281,65.4219,8.1071,KO
398,Vegetal,2021-01-25,4.0559,55.7462,52.9509,16.3784,KO
855,Cereal,2022-03-27,6.6986,70.4579,61.3089,23.324,OK
5269,Fruta,2021-02-25,3.6037,63.3356,53.4128,11.0514,OK
4226,Legumbre,2022-06-27,1.2564,48.3455,66.4743,4.0644,KO
2081,Fruta,2021-06-07,,,39.4112,33.8015,OK
19,Legumbre,2021-05-20,1.4611,57.0177,62.7355,5.5366,KO
5922,Fruta,2021-04-06,1.8946,59.8083,89.5735,6.9706,KO
4379,Fruta,2021-03-14,5.9329,66.0291,49.14,26.6681,OK
716,Legumbre,2021-09-13,6.2858,70.4899,89.6408,16.6738,OK
1253,Legumbre,2021-08-18,6.5441,58.2901,59.5449,28.7712,KO
196,Vegetal,2021-06-13,7.5198,68.7722,35.2979,18.4799,OK
4243,Vegetal,2021-07-17,3.3438,54.8852,73.7785,11.6866,KO
204,Fruta,2022-11-22,4.9559,63.8309,39.222,17.5995,OK
293,Fruta,2022-03-01,7.0871,66.9442,88.4628,21.2971,OK
1346,Cereal,2022-07-30,3.6856,57.0018,66.5312,15.3076,KO
2961,Cereal,2022-10-19,4.826,69.3849,36.9691,21.2851,OK
2162,Fruta,2021-01-21,1.578,54.4017,46.2906,4.2954,KO
3875,Legumbre,2022-06-22,4.7153,64.0264,52.3057,14.3669,OK
5067,Cereal,2022-03-15,1.1508,48.913,67.5468,5.0392,KO
5832,Legumbre,2021-04-13,2.9727,67.2868,43.3304,10.8682,OK
3116,Fruta,2021-12-31,9.433,75.7452,32.3689,30.1506,KO
5319,Fruta,2022-08-01,8.7879,75.8196,54.9355,26.2907,KO
4573,Fruta,2022-12-23,9.6628,80.726,55.936,26.6541,KO
1630,Vegetal,2022-05-23,8.4983,67.9243,41.6055,41.9043,KO
3836,Vegetal,2021-04-15,1.3946,58.1826,36.022,4.8256,KO
4089,Vegetal,2021-09-21,0.9503,55.1928,83.4113,3.3312,KO
5,Cereal,2022-03-27,9.1933,69.6901,68.9553,29.1857,KO
176,Vegetal,2022-07-29,2.9987,68.415,63.8627,10.0237,OK
413,Vegetal,2021-12-05,8.938,86.3827,60.3186,20.1664,KO
2350,Legumbre,2022-01-24,8.3556,113.5065,70.8918,37.1673,KO
1991,Legumbre,2021-06-28,8.4017,69.0291,68.6198,19.0873,KO
1431,Fruta,2021-10-15,4.9388,58.6529,42.9309,12.6117,KO
1941,Cereal,2022-11-22,9.4182,72.4368,65.2267,35.2118,KO
2585,Cereal,2021-07-25,0.9963,54.3051,88.2204,2.8014,KO
24,Legumbre,2021-03-10,,,36.2153,17.3358,OK
5472,Legumbre,2021-05-19,6.228,69.156,68.5928,20.2837,OK
2293,Cereal,2021-05-14,7.249,74.4369,83.3744,19.8634,OK
3923,Vegetal,2022-09-04,3.9986,73.8905,62.5123,17.1737,OK
3382,Legumbre,2021-12-10,4.0991,61.274,55.6703,17.8822,OK
967,Fruta,2022-04-26,0.6853,113.5065,48.9493,2.0061,KO
5047,Legumbre,2022-08-27,5.3518,62.5888,74.7533,20.0506,OK
3158,Cereal,2022-03-01,6.7012,65.0905,79.9264,14.7659,OK
2075,Cereal,2022-10-08,1.2278,55.4426,42.3427,5.6933,KO
421,Vegetal,2022-10-20,2.3002,62.5085,68.2066,6.8357,OK
960,Cereal,2021-08-20,6.94,63.306,89.0799,21.9454,OK
3857,Vegetal,2021-04-25,4.7688,66.7719,60.1939,19.7515,OK
