Identificador,TipoComponente,FechaProduccion,Presion,Temperatura,Desempeno,Peso,Target
140,Fuselaje,2018-11-13,4.8506,,63.8827,281.4619,OK
3630,Nuevo_3,2022-10-26,4.274,86.7906,72.3767,591.151,Nuevo_5
7353,Fuselaje,2022-08-18,4.1131,-17.4771,78.6218,712.2047,OK
4209,Fuselaje,2018-06-19,1.2418,-49.5189,37.5996,140.1336,KO
3376,Fuselaje,2018-09-09,4.8966,1.0899,89.955,408.0538,OK
3827,Fuselaje,2018-12-08,3.6371,-23.9448,58.8513,855.9582,KO
2796,Nuevo_5,2018-06-06,1.0071,146.6835,28.9579,524.4074,KO
5511,Motor,2021-11-26,4.6795,55.6592,85.5197,243.3339,KO
1937,Avionica,2019-06-26,2.9443,124.6801,167.283,544.4425,KO
7207,Nuevo_4,2021-12-08,2.0455,,40.5653,537.6373,Nuevo_1
5549,Nuevo_1,2022-04-01,3.349,-31.2507,68.9674,278.8867,Nuevo_2
4407,Fuselaje,2020-03-28,2.6067,54.0447,75.1577,345.9783,KO
1927,,2018-04-02,3.7271,26.3421,,819.5385,Nuevo_5
4594,Alas,2021-01-18,4.8364,9.4947,73.1086,333.3361,OK
4896,Fuselaje,2021-01-07,3.988,23.1403,67.6407,713.9964,Nuevo_1
1216,Fuselaje,2018-08-26,4.5577,54.5773,57.4096,622.7918,KO
751,Fuselaje,2018-06-05,1.6956,131.0122,53.4728,957.0721,Nuevo_5
2841,Avionica,2018-05-07,1.4733,-1.2954,31.6115,166.5329,OK
1592,Avionica,2021-04-25,4.9994,-40.0703,60.4202,403.7152,KO
6731,Fuselaje,2019-10-09,3.284,86.4266,57.912,610.4714,KO
5129,,2020-07-03,4.2096,84.2074,51.3655,988.711,KO
7359,Avionica,2021-09-08,2.3834,110.5284,62.8036,669.0321,OK
889,Fuselaje,2021-09-15,4.7539,69.4155,86.5856,941.3058,Nuevo_5
5488,Fuselaje,2021-06-28,4.8482,73.4283,85.1168,679.9816,KO
3829,Alas,2018-01-23,4.1367,74.3631,71.3591,997.5216,OK
4916,Nuevo_4,2018-12-18,1.0706,-17.6087,16.4145,198.0076,KO
6495,Avionica,2019-04-27,3.6572,109.0499,52.5422,195.6048,OK
6903,Avionica,2019-01-26,1.8252,130.7112,51.4219,297.4675,KO
4627,,2019-01-17,2.5908,87.0799,48.848,147.8224,KO
3940,Avionica,2022-09-06,1.191,-11.0663,45.2148,787.7247,KO
1536,Alas,2022-02-17,1.137,92.9813,,656.4332,KO
766,Avionica,2019-01-10,4.2444,138.3266,63.4918,693.8424,KO
3546,Nuevo_5,2020-12-26,4.0788,,82.6865,931.1099,Nuevo_4
6819,Avionica,2018-07-01,3.5056,41.4518,73.4746,516.2314,Nuevo_5
4704,Fuselaje,2018-11-22,1.7124,27.2326,42.9456,691.2699,Nuevo_3
2555,Fuselaje,2022-11-09,2.7461,34.6572,48.0761,342.1802,OK
291,Motor,2021-01-29,2.9645,136.5375,60.7806,412.7349,Nuevo_3
3512,Alas,2020-11-11,3.4528,31.8211,55.93,437.8628,KO
5795,Fuselaje,2020-03-19,,,44.9642,449.3369,OK
4911,Alas,2021-12-15,4.3495,20.0943,61.3015,887.3611,KO
1787,Alas,2021-01-27,1.3673,120.6645,19.5451,578.5122,Nuevo_5
2009,Nuevo_5,2019-10-14,1.5602,74.8238,55.2391,280.0502,KO
7379,Motor,2022-12-10,3.8384,50.2045,57.0259,633.4091,Nuevo_3
7213,Nuevo_2,2022-04-23,1.3519,20.3274,58.7059,553.8413,Nuevo_3
5580,Alas,2022-12-26,3.8234,142.1496,89.5186,593.7057,Nuevo_4
2941,Fuselaje,2019-04-29,3.898,115.4261,70.6037,861.6495,Nuevo_1
6800,Motor,2018-11-30,2.4944,141.7691,56.6521,414.2336,Nuevo_1
7033,Alas,2018-12-24,4.1633,,85.2606,770.9854,Nuevo_2
1809,Fuselaje,2022-09-02,1.8052,119.6891,28.4009,228.7312,Nuevo_5
5300,Alas,2020-01-04,1.5134,3.7628,44.4011,410.5715,OK
1454,Nuevo_5,2019-04-28,3.9392,50.6038,41.0979,256.5719,OK
7120,Fuselaje,2018-02-19,1.784,149.5508,56.0639,580.107,KO
1872,Fuselaje,2022-09-22,4.384,5.1836,77.1516,507.5305,OK
3004,Motor,2021-11-27,3.3757,101.9189,,800.5992,OK
3878,Alas,2020-08-22,2.3132,-43.1495,64.3987,124.2183,Nuevo_4
6609,Nuevo_2,2021-04-29,2.622,64.8914,63.2594,244.0883,OK
5273,Nuevo_1,2021-01-09,2.5808,118.6057,60.0439,564.2989,Nuevo_5
4386,Avionica,2022-09-04,1.021,47.6512,29.2139,403.2756,Nuevo_1
5790,Fuselaje,2021-11-17,2.6202,30.5795,71.4937,778.6616,OK
3241,,2022-10-09,4.6454,,64.8589,107.4414,Nuevo_1
5167,Avionica,2021-08-16,2.2826,17.6743,44.6522,438.7518,OK
7295,Alas,2020-09-23,2.875,-36.4803,56.5818,476.2428,Nuevo_2
1299,Avionica,2020-06-26,1.2426,117.0916,38.7965,651.545,OK
1178,Fuselaje,2022-03-01,3.3373,66.4202,68.0097,537.7387,OK
159,Alas,2021-11-30,1.0054,,34.679,517.7868,Nuevo_4
5708,Motor,2020-04-16,4.5954,3.5447,69.6237,681.8954,KO
842,Alas,2020-03-23,1.8686,,33.2394,504.7478,KO
5380,Motor,2018-02-01,3.3889,-41.464,69.5249,428.9768,Nuevo_3
3733,Avionica,2022-07-03,3.226,21.222,64.5121,130.3803,KO
5595,,2022-04-09,,,79.3046,251.145,KO
3030,Motor,2022-06-22,3.4119,8.3463,,494.4922,OK
7389,Alas,2019-05-19,2.1954,,62.4473,671.7939,KO
5509,Avionica,2022-09-11,1.0915,-46.8488,34.5961,449.5607,KO
333,Avionica,2022-03-13,1.4149,87.7319,55.7062,384.2721,KO
27,Fuselaje,2019-08-15,,,79.3785,935.1714,OK
719,Fuselaje,2018-11-19,1.5258,29.1096,,496.4745,Nuevo_5
4949,Nuevo_3,2019-02-15,3.1456,88.6832,52.5828,379.3203,OK
2851,Fuselaje,2020-03-15,3.5377,17.0131,58.8475,954.1282,OK
2784,Fuselaje,2020-08-27,3.9662,-38.2672,95.2,991.763,Nuevo_4
2959,Alas,2021-11-10,3.9738,33.7144,89.8392,799.7014,KO
3683,Nuevo_4,2019-09-13,1.1091,28.5035,41.2666,466.1389,OK
32,Motor,2018-07-21,4.1268,30.0384,78.6354,703.8103,KO
274,Nuevo_2,2019-10-19,4.9347,43.8891,95.9374,353.7646,KO
1467,Alas,2019-11-28,,,28.2091,112.7441,KO
744,Fuselaje,2021-03-03,4.2932,6.9339,68.8567,301.0733,Nuevo_4
1297,Motor,2022-04-05,1.8712,28.578,45.4367,899.1282,Nuevo_2
3256,Motor,2020-01-31,1.3441,,41.4329,261.3054,KO
5719,,2020-10-12,1.3723,59.4797,49.8156,469.7399,Nuevo_5
4509,Alas,2018-10-04,4.6353,-7.2422,64.6684,331.8151,OK
543,Avionica,2022-12-24,,,84.095,139.461,KO
3158,Motor,2018-02-02,2.4047,73.7997,48.4552,317.9396,KO
4381,Nuevo_3,2019-10-10,1.6053,105.192,52.6051,247.0406,KO
2356,Nuevo_2,2022-05-20,4.6054,35.0163,81.5845,298.5979,Nuevo_4
7026,Nuevo_5,2021-07-09,1.6501,14.6266,57.2045,149.1899,Nuevo_5
2134,Avionica,2018-11-14,1.3755,64.3786,69.4746,635.1569,KO
3171,Fuselaje,2019-11-14,2.4627,57.5082,57.3578,671.5369,OK
2163,Alas,2018-04-24,2.6469,96.0818,167.283,645.7105,Nuevo_4
4223,Nuevo_3,2018-09-06,1.6178,34.684,42.2879,633.4516,OK
224,Fuselaje,2019-04-26,1.2745,99.8087,51.991,986.7903,Nuevo_1
3550,Alas,2021-01-27,3.5655,-46.3503,58.1404,405.2148,Nuevo_2
2469,Avionica,2021-04-02,3.3397,28.516,46.5954,143.8366,KO
5455,Nuevo_1,2020-01-31,4.9743,-44.6181,95.1934,148.6219,OK
4887,Fuselaje,2019-03-14,2.4756,147.7191,61.4616,934.1557,Nuevo_5
618,Avionica,2019-01-03,4.3124,116.0029,,534.3793,Nuevo_5
3210,,2019-01-28,,,31.4296,835.9995,Nuevo_1
1607,Alas,2020-08-31,2.1871,-22.9878,55.0611,386.573,Nuevo_4
891,Fuselaje,2022-08-09,2.7641,106.1845,51.9977,497.1303,Nuevo_2
6055,Nuevo_1,2021-12-28,1.5567,37.9132,47.8121,645.0497,KO
147,,2020-06-16,3.9499,83.0424,79.9545,171.9578,KO
4576,Nuevo_5,2022-12-14,2.674,2.0007,68.1261,484.3456,KO
2726,Nuevo_3,2021-09-05,4.0042,75.4588,49.6391,215.9979,Nuevo_3
5921,Motor,2020-04-25,1.1232,623.8098531400096,35.0081,199.0712,OK
2259,Alas,2022-09-28,1.5312,-35.02,33.6826,689.2,KO
5800,Fuselaje,2019-10-21,4.4993,,73.7366,814.0072,OK
3330,Avionica,2022-12-02,2.4151,83.9572,51.9553,948.9366,KO
2791,Nuevo_3,2021-03-29,1.8728,-39.5066,51.9329,875.0039,KO
5505,,2020-04-29,1.1081,-35.0548,50.0877,366.5006,Nuevo_4
6552,Motor,2020-09-07,4.1573,,71.4209,442.4307,Nuevo_5
1154,Motor,2020-11-18,1.0332,5.0461,34.2839,469.6621,KO
3343,,2018-10-11,1.6366,6.4148,42.3559,406.6555,OK
5661,Nuevo_4,2021-03-30,2.0874,86.2424,44.1219,241.4344,Nuevo_2
3360,,2022-02-12,1.0833,110.2853,45.6124,365.075,Nuevo_5
6726,Fuselaje,2020-11-27,3.3936,6.1586,61.3627,452.1849,OK
6330,Motor,2020-04-12,1.0964,,28.7979,568.4494,OK
4388,Fuselaje,2019-10-21,3.694,78.7614,57.6022,133.6163,Nuevo_5
3761,Nuevo_3,2020-03-23,1.2719,141.7893,39.3869,520.22,OK
7476,Alas,2021-06-12,2.6951,,67.8914,245.6089,OK
1292,Nuevo_2,2022-02-25,4.5442,68.051,71.307,268.1227,OK
6296,Alas,2018-04-14,3.3757,-45.3758,61.9169,208.9961,OK
5574,Motor,2018-09-15,1.7611,53.7034,45.0311,203.7986,OK
7255,Alas,2021-12-26,3.7754,67.0249,81.3168,390.7652,Nuevo_1
5745,Alas,2019-07-28,4.0317,124.2914,71.237,471.4507,Nuevo_1
707,Nuevo_1,2021-01-27,3.3578,147.2441,63.9915,865.7728,OK
6912,Fuselaje,2022-11-23,1.1382,93.3114,43.8318,435.5607,OK
190,Alas,2020-02-28,3.1988,144.241,68.5942,439.0037,KO
5456,Fuselaje,2020-03-08,1.2759,132.6616,56.8094,521.0744,Nuevo_3
2608,Avionica,2022-10-23,3.132,118.3827,45.575,786.7024,OK
3298,Avionica,2022-01-07,1.1865,-18.6148,40.6888,671.8006,KO
1976,Fuselaje,2018-02-23,4.882,72.7616,81.7943,812.7427,KO
6188,Avionica,2018-10-31,1.6237,86.4591,42.6185,911.9812,Nuevo_5
3920,Alas,2019-10-31,,,36.1316,705.7291,KO
2643,Nuevo_2,2018-03-22,,,31.4932,842.1715,KO
4636,Nuevo_4,2020-09-08,3.4728,103.4856,70.3843,131.2521,OK
4997,Alas,2022-08-13,,,59.7212,855.7699,Nuevo_3
776,Motor,2019-02-26,2.9644,105.5981,58.7156,132.1168,Nuevo_5
6029,Nuevo_3,2020-07-26,2.6081,10.6173,59.2957,676.0948,OK
4469,Motor,2021-12-27,4.0992,-26.7751,93.8998,614.0199,KO
5151,Nuevo_1,2021-08-23,3.0113,-44.5781,65.1854,453.7409,OK
1932,Alas,2020-07-15,3.5021,-22.8678,79.283,265.4679,Nuevo_1
6881,Nuevo_5,2020-06-13,2.8738,6.9899,66.5894,570.5973,KO
2870,Fuselaje,2022-08-04,4.5699,-13.3829,87.5319,316.3422,KO
987,Motor,2020-08-08,2.6858,12.4591,167.283,123.9663,OK
528,Alas,2019-11-17,2.0603,-37.3585,,509.8394,Nuevo_5
3041,Motor,2021-11-04,,,62.5999,552.6912,OK
7111,Fuselaje,2019-03-16,4.3039,25.3042,78.0765,643.8992,OK
5524,Avionica,2021-02-27,3.1803,84.3251,53.3514,373.3623,OK
3475,Fuselaje,2020-10-21,1.0566,1.572,43.6443,312.4653,Nuevo_2
1108,Motor,2021-11-15,2.9928,,66.0963,491.1795,OK
3257,Avionica,2018-07-24,1.1861,87.765,51.1569,270.2844,Nuevo_1
5098,Alas,2018-01-07,2.7607,-13.7757,66.7949,169.6591,Nuevo_5
2571,Motor,2020-09-17,3.6119,104.8325,58.9816,358.2122,OK
2119,Avionica,2022-06-14,3.9638,71.7215,82.3508,842.1329,Nuevo_4
905,Nuevo_2,2020-04-06,1.8119,3.1941,44.2998,946.3865,KO
52,Avionica,2021-11-23,,,38.4997,634.1552,Nuevo_4
2731,Alas,2022-05-03,2.2304,415.22452135428773,31.6744,817.7179,OK
3299,Alas,2021-09-19,1.607,29.4235,,879.1754,Nuevo_1
3561,Avionica,2021-10-04,,,58.6542,678.7317,KO
3033,Avionica,2022-06-20,3.956,136.4934,77.1931,770.4359,OK
3048,Fuselaje,2018-11-07,,,52.9602,483.9011,Nuevo_3
3739,Fuselaje,2022-08-14,2.079,43.5992,53.9015,222.2682,KO
5552,Fuselaje,2020-06-13,2.7414,,40.2591,646.8954,KO
216,Alas,2022-05-13,2.1926,-10.9809,50.8297,990.1807,OK
5747,Motor,2020-10-03,4.125,101.423,71.4179,450.7448,OK
5347,Alas,2021-04-28,1.5398,32.2744,58.4915,261.0813,Nuevo_3
7025,Alas,2018-08-31,,,38.8395,532.0808,OK
5685,Fuselaje,2018-04-01,,,40.1541,381.7236,OK
2005,Alas,2018-11-19,1.251,142.5057,28.3328,882.5378,OK
2971,Fuselaje,2021-06-12,3.9514,550.0882432664804,66.4373,826.0353,KO
5611,Nuevo_5,2019-01-08,4.7184,,78.0414,156.4818,OK
39,Alas,2021-02-07,1.6436,67.9999,55.9474,935.3433,OK
2900,Motor,2021-08-06,,,45.816,844.8066,Nuevo_3
5797,Alas,2022-04-20,4.307,96.359,64.9693,474.0913,Nuevo_3
3067,Fuselaje,2020-04-17,,,60.6839,497.9919,KO
5899,Fuselaje,2021-08-14,1.822,59.3226,47.3392,584.9144,KO
3345,Avionica,2021-03-25,1.0117,29.4782,45.9751,981.7629,OK
2970,Nuevo_2,2019-01-12,3.4674,68.3438,41.925,454.1779,Nuevo_5
1795,Motor,2021-09-28,1.5661,127.8895,36.6611,181.4779,KO
199,Alas,2021-01-11,1.5628,82.0069,55.9098,726.8469,KO
5969,Motor,2018-06-23,3.092,44.0663,69.6295,406.6452,OK
4674,Nuevo_5,2018-05-29,3.235,40.9033,39.7744,138.6035,Nuevo_5
2862,Motor,2021-02-27,3.1801,-12.323,55.1767,252.4987,KO
6398,Motor,2020-02-22,1.2486,-34.818,49.1126,821.1838,OK
6534,Alas,2020-04-16,4.2826,,88.7016,472.1923,Nuevo_2
1177,Fuselaje,2019-01-21,2.3304,,44.6432,788.8595,KO
1148,Alas,2019-07-13,3.0162,103.9968,47.1861,659.8214,Nuevo_4
5918,Alas,2020-11-20,1.4633,146.0435,,212.7754,KO
4966,Alas,2022-06-27,3.5639,71.3588,65.9677,886.7777,OK
1355,Avionica,2018-07-16,4.6133,-44.3736,81.6383,993.0805,Nuevo_5
3339,,2019-06-28,4.5851,82.0359,70.233,728.5257,Nuevo_1
4617,Avionica,2021-10-16,3.6695,67.1858,77.4419,979.3631,OK
223,Fuselaje,2021-11-09,4.5057,87.8833,59.2457,193.1654,Nuevo_3
6302,Motor,2020-03-09,4.4118,40.1366,66.1073,761.2185,Nuevo_2
6853,Avionica,2021-01-16,1.9565,17.2606,52.7027,470.23,OK
4995,Alas,2019-12-30,3.4327,137.8009,53.206,553.924,OK
323,Avionica,2021-01-02,2.7182,-27.9373,46.3703,521.8542,Nuevo_3
5037,Motor,2019-10-01,2.6482,33.7273,52.6278,117.8665,OK
2379,Fuselaje,2021-02-05,2.202,102.282,42.3923,915.9201,OK
5460,,2019-06-29,1.0683,91.1513,45.2794,484.0766,KO
7499,Alas,2020-01-12,3.9013,84.2514,,866.2648,Nuevo_2
6715,,2019-08-13,3.9655,109.8037,58.2936,494.0194,OK
4199,Avionica,2018-02-07,1.1626,22.5562,41.5093,894.2571,OK
4875,Alas,2018-09-02,2.3746,-12.4733,97.4598,186.7,Nuevo_3
1116,Fuselaje,2018-04-18,4.4278,-31.8492,62.0058,532.3076,Nuevo_4
5709,Alas,2021-08-31,2.1281,121.3603,45.1854,919.3026,OK
54,Avionica,2022-05-13,3.0782,-29.681,37.1253,133.5983,OK
1618,Nuevo_4,2020-01-06,3.8758,-4.8225,70.2681,919.8802,KO
1951,Fuselaje,2021-06-22,3.4938,134.545,64.3392,627.4765,OK
7466,Alas,2018-01-27,4.5577,138.1304,84.9747,948.6769,KO
330,Motor,2022-06-28,4.2174,108.3635,90.0767,174.9656,Nuevo_4
5556,Nuevo_5,2019-05-27,1.4428,52.9588,,798.4048,Nuevo_4
3912,,2019-01-10,1.0985,-35.5155,43.9254,281.7886,Nuevo_2
1331,Fuselaje,2018-05-19,3.077,59.4917,68.4348,740.0674,Nuevo_5
2773,Fuselaje,2018-07-04,2.2833,-36.0097,62.7913,213.9383,KO
919,Avionica,2018-02-19,2.7805,20.1612,,762.5786,KO
1043,Fuselaje,2021-06-13,2.5153,58.7922,47.7554,726.9769,KO
7225,Fuselaje,2019-10-01,3.5222,-26.9294,73.83,984.9695,Nuevo_1
4923,,2022-11-17,4.545,36.8179,65.491,803.7366,Nuevo_5
6806,Fuselaje,2019-02-06,2.2356,81.9946,51.4423,704.0383,OK
6899,Motor,2019-09-06,4.2906,46.1256,71.5381,931.0704,KO
3130,Motor,2022-08-24,2.5577,,51.9457,770.3398,Nuevo_5
303,Motor,2021-06-14,3.5068,,,115.1979,KO
1146,Avionica,2019-11-12,2.2255,,43.4375,154.0806,Nuevo_2
7448,,2018-01-19,4.543,-47.6875,74.0848,398.1791,OK
6973,Motor,2018-07-24,1.6456,1.3706,39.3567,330.4459,OK
4738,Nuevo_2,2021-09-06,2.4489,51.0233,52.3798,412.6954,OK
1420,Fuselaje,2020-08-18,2.4246,146.2807,50.0187,444.5886,OK
3331,Fuselaje,2018-05-25,1.3082,71.1375,33.349,665.2813,Nuevo_2
5437,Alas,2021-10-01,2.5814,52.0302,70.7163,879.1025,KO
1811,,2020-08-01,1.7232,-49.5268,40.9559,187.4571,KO
2682,Avionica,2018-10-31,3.5716,-37.8167,68.7148,957.2215,OK
5,Fuselaje,2021-04-26,1.257,98.9618,37.6517,405.7376,OK
936,Nuevo_3,2022-01-03,,,66.1775,704.1091,KO
275,Avionica,2022-03-01,1.7566,136.8558,39.7218,285.7617,Nuevo_1
3389,Nuevo_2,2022-04-22,2.563,61.8275,50.3776,844.9348,OK
1776,,2022-06-23,2.2388,60.2746,86.9306,742.9211,OK
3573,Motor,2022-07-18,1.8162,-4.5927,44.0106,960.6538,Nuevo_4
4974,Avionica,2021-07-21,2.3557,57.9659,51.8157,455.8932,KO
6753,Avionica,2019-11-03,3.8371,-47.0812,54.0999,374.369,Nuevo_4
1345,Motor,2022-09-06,,,45.3544,510.8529,OK
6121,Fuselaje,2021-10-12,4.987,-33.619,61.7154,666.3923,KO
2314,Alas,2022-08-03,2.5176,,54.8662,813.4404,OK
2343,Avionica,2021-09-20,3.2014,66.6115,62.7901,250.6918,OK
2952,Alas,2021-05-20,2.5012,56.3908,61.2026,911.7384,Nuevo_3
7485,Motor,2019-07-24,3.6437,80.053,61.2072,853.8151,OK
1363,Motor,2022-11-01,3.2085,51.1143,73.1805,702.0847,KO
3933,Motor,2019-05-08,4.4068,72.6096,62.7792,455.5771,KO
2657,Motor,2018-12-20,1.6405,26.1604,43.1388,969.5474,OK
5948,Fuselaje,2018-01-23,4.7324,-13.2596,82.1749,114.4778,KO
4815,Motor,2020-05-16,4.3197,134.9802,77.3203,840.5727,OK
923,Motor,2019-09-06,2.9934,86.4542,60.5253,892.1142,KO
1348,Alas,2022-01-11,4.741,4.0337,83.5412,186.392,Nuevo_5
2304,Fuselaje,2019-06-27,2.9121,66.5602,62.1251,134.4606,Nuevo_2
3460,Motor,2019-11-22,2.2267,-12.6829,51.5388,267.7846,OK
1051,Avionica,2019-07-26,3.2506,73.8645,49.5797,531.1582,Nuevo_2
4152,Fuselaje,2021-11-16,2.6036,3.6219,52.622,834.3581,Nuevo_1
5929,Fuselaje,2018-07-23,1.3319,307.9489832781224,39.1828,602.9939,Nuevo_5
3285,Avionica,2019-03-16,4.3367,50.6596,71.5912,375.4547,KO
4628,Alas,2019-06-08,1.8023,47.6812,53.7389,972.2592,KO
3843,Avionica,2020-05-01,4.5138,25.0157,75.8368,779.3784,Nuevo_3
5810,Motor,2021-02-21,1.9228,-25.5079,35.8666,955.3573,Nuevo_2
6200,Alas,2020-09-23,2.3346,7.1422,47.06,591.573,Nuevo_3
4866,Fuselaje,2022-10-20,2.4335,51.9115,61.7678,956.2534,Nuevo_2
7464,Motor,2019-09-25,3.9788,62.395,65.6932,899.0018,OK
101,Fuselaje,2022-08-01,4.8403,-19.9447,81.5374,177.219,KO
7311,Avionica,2018-02-15,1.9167,-3.9794,49.6331,877.7926,OK
795,Motor,2021-09-13,3.7885,88.3376,71.1111,826.3876,Nuevo_4
6132,,2021-07-14,4.1705,28.0511,57.0083,967.3567,KO
2670,,2021-11-25,4.9588,,67.874,284.375,Nuevo_2
4961,Avionica,2022-08-25,3.6491,-48.8042,77.0159,982.287,OK
3066,Motor,2019-06-19,1.4022,-14.0153,,863.5805,Nuevo_2
2443,Avionica,2020-07-18,,,,727.6063,OK
3793,Avionica,2021-11-10,1.3757,-7.417,38.0766,787.3904,KO
1599,Fuselaje,2021-12-16,2.6799,113.9619,55.7534,829.6304,KO
7209,Motor,2022-08-06,4.9773,78.7878,97.0879,223.2187,Nuevo_3
2778,Motor,2022-06-10,1.4562,63.0428,47.7,475.6869,KO
722,,2018-08-08,2.6385,147.3903,41.289,486.1229,OK
855,Fuselaje,2019-11-01,2.114,138.0429,49.1198,509.4719,OK
24,,2022-02-26,1.5341,10.8917,35.21,353.2514,Nuevo_4
1568,Nuevo_3,2019-09-08,2.9174,,54.3979,878.3291,Nuevo_3
4703,Avionica,2020-11-15,2.9817,61.6008,68.5868,930.5722,OK
1169,Fuselaje,2019-08-17,2.2602,126.3585,58.2956,273.0556,KO
1202,Fuselaje,2018-05-31,1.9149,75.4058,51.0749,460.0325,OK
7141,Alas,2020-04-01,1.6939,52.1799,,606.7352,KO
7330,Nuevo_2,2021-12-19,1.5463,,40.5884,241.2162,OK
2285,Avionica,2020-08-10,4.4688,42.4574,90.3949,255.2677,KO
3332,Alas,2020-02-22,3.6435,121.8589,76.5416,223.2709,OK
661,Alas,2021-01-28,1.4838,115.8185,49.6362,284.8183,KO
2066,Avionica,2022-02-21,3.155,,65.2937,392.7751,OK
2576,Nuevo_4,2020-12-24,2.6093,121.273,52.8521,873.3018,KO
7408,Nuevo_3,2020-10-16,3.1954,,,454.382,OK
2393,Motor,2018-08-17,1.547,80.0602,,680.8029,Nuevo_1
6598,Nuevo_4,2022-05-24,2.9211,60.1772,64.6533,907.4084,OK
2721,Avionica,2018-01-01,4.5602,-29.8268,75.4854,186.5058,KO
5344,Nuevo_4,2020-02-28,,,48.4487,999.0362,Nuevo_3
7249,Fuselaje,2022-12-24,4.4302,43.2541,91.0778,577.7552,OK
3875,Avionica,2019-06-07,1.6235,143.787,51.0593,707.1349,OK
3825,Fuselaje,2022-07-05,4.208,124.5106,,776.1595,KO
1371,Fuselaje,2020-03-15,3.8851,-4.9508,73.1023,714.3259,OK
3710,Motor,2018-08-23,4.3178,144.1262,71.9391,443.868,KO
716,Avionica,2020-07-11,1.444,2.6389,41.486,267.2289,OK
3352,Fuselaje,2022-11-13,4.9817,97.8288,64.3556,973.9884,Nuevo_1
1052,Avionica,2018-10-18,1.8202,24.6906,41.9852,430.5079,OK
3631,Nuevo_1,2018-07-18,4.2582,48.3601,69.7628,981.8692,Nuevo_3
932,Motor,2019-09-08,3.6148,148.1132,60.5751,450.3083,Nuevo_2
3322,Nuevo_1,2018-06-03,2.3292,95.5474,58.1587,645.0001,Nuevo_3
6931,Avionica,2018-01-26,2.4076,-20.0366,68.4058,414.584,KO
4436,,2021-08-08,2.6522,,52.6743,689.792,KO
5428,Alas,2018-09-16,3.242,7.9631,55.9418,406.0328,KO
11,Motor,2021-01-14,1.7955,399.089433109204,60.1551,281.9856,Nuevo_4
5612,Nuevo_3,2020-08-24,2.1203,67.1755,49.9799,138.7341,Nuevo_2
5498,Nuevo_1,2022-02-23,1.2957,-26.1749,48.1067,771.1786,OK
1678,Nuevo_5,2020-06-18,2.1633,45.2445,35.9463,978.8566,KO
1645,Motor,2022-07-28,2.6499,19.7412,50.283,505.7069,Nuevo_4
5317,Motor,2022-01-20,4.9585,46.7135,78.4085,638.1828,KO
2842,Fuselaje,2022-05-05,2.7284,28.7774,40.3026,119.4613,OK
181,Alas,2021-04-03,1.308,-13.9971,33.9597,212.4887,OK
7079,Avionica,2019-08-31,4.5407,93.7644,85.4668,235.4769,Nuevo_1
4325,Alas,2020-01-16,1.4591,,,856.5014,Nuevo_1
4048,Fuselaje,2022-08-16,2.2477,0.0448,49.644,567.6456,KO
6211,Motor,2022-09-14,4.9939,-37.4312,75.4641,634.6755,OK
1183,Avionica,2021-07-17,4.7315,75.9484,95.5651,665.1238,Nuevo_4
2911,Motor,2022-11-18,3.3568,144.3063,72.538,631.8592,OK
478,Alas,2018-04-04,2.7067,58.648,49.2257,361.0244,KO
385,Avionica,2018-02-24,,,49.9867,385.2556,KO
837,Avionica,2020-12-12,1.8345,102.086,55.5494,474.6565,Nuevo_3
1170,Fuselaje,2020-03-21,2.5098,0.1471,,779.3939,KO
715,Alas,2018-05-26,3.3379,7.4852,57.064,802.9693,OK
3882,Nuevo_1,2021-02-02,4.4199,-28.8954,70.0837,565.6136,Nuevo_2
5578,Fuselaje,2022-04-01,4.4065,91.8304,70.6921,496.8742,OK
5135,Motor,2022-11-07,4.9966,,81.4363,357.9012,Nuevo_5
5856,Nuevo_2,2021-04-09,4.3925,63.3134,70.7315,483.4963,Nuevo_4
7005,Motor,2018-12-23,1.7502,-3.7583,23.8402,324.3589,OK
1153,Nuevo_3,2019-06-27,2.5881,-39.1571,61.1966,374.9429,Nuevo_2
2725,Motor,2019-02-09,4.6222,136.9931,84.0839,759.0441,KO
1438,Alas,2020-07-29,3.3447,52.8874,51.5531,848.5686,OK
5195,Motor,2018-04-19,1.2066,148.7051,36.4246,790.4842,KO
7140,Alas,2022-03-06,1.9706,6.892,43.3176,348.4725,KO
1726,Alas,2018-08-14,4.4578,,70.9219,703.3505,Nuevo_3
7028,,2018-03-16,4.0077,,81.0698,928.2804,Nuevo_2
6855,Alas,2019-03-15,4.5929,50.1373,91.0656,346.8363,KO
3136,Nuevo_2,2020-12-10,3.2382,29.9677,42.2981,777.9622,OK
2448,Nuevo_2,2022-10-13,4.1684,91.6122,86.045,572.5834,KO
5618,Motor,2020-05-24,3.9363,104.5213,68.6461,785.7334,Nuevo_2
3178,Alas,2019-03-23,3.8369,111.0022,70.7593,334.4914,KO
6207,Motor,2022-09-13,3.153,44.3328,59.9994,364.0289,OK
5884,Fuselaje,2022-07-23,2.8453,146.6777,51.9629,748.9427,OK
5746,Motor,2018-04-06,1.2505,18.9492,51.4591,394.8626,Nuevo_3
989,Alas,2022-09-24,1.1623,44.0057,27.9255,463.7486,KO
171,Alas,2022-03-06,2.8344,120.9123,77.7862,518.3824,OK
2500,Motor,2022-04-19,3.5549,-40.8634,73.7637,684.6084,Nuevo_3
6505,Alas,2020-05-19,2.2673,89.7335,49.9996,127.6008,OK
