ID_Juguete,Material,Edad_Recomendada,Peso_g,Tiempo_Producción_min,Normativa_Cumplida,Aprobación_Final
6166,Plástico,6-10 años,525.5365088503579,33.0,ASTM F963,Nuevo_2
6167,Plástico,11+ años,78.97898178345372,20.0,CE,Sí
6168,Plástico,3-5 años,897.1121520965252,72.0,ISO 8124,No
6169,Madera,6-10 años,331.8507834866075,97.0,ASTM F963,Sí
6170,Nuevo_4,11+ años,661.0440331751774,90.0,ASTM F963,Nuevo_4
6171,Plástico,11+ años,817.2197746754096,38.0,ASTM F963,No
6172,Metal,,966.4472510266464,97.0,Nuevo_3,Sí
6173,Tela,3-5 años,411.78141356314296,13.0,Nuevo_4,No
6174,Nuevo_1,,596.2581241855412,33.0,Nuevo_5,Sí
6175,Metal,6-10 años,909.4795427899156,52.0,CE,Nuevo_5
6176,Madera,6-10 años,199.59273225938992,62.0,CE,Sí
6177,,11+ años,943.2427772455352,73.0,ISO 8124,No
6178,Madera,11+ años,462.8842055634282,11.0,ISO 8124,Nuevo_5
6179,Plástico,11+ años,420.9009941992836,24.0,CE,Sí
6180,,3-5 años,184.7219526304108,15.0,CE,Nuevo_1
6181,Plástico,3-5 años,723.411899947793,65.0,Nuevo_3,Sí
6182,Madera,Nuevo_5,542.6093480939239,88.0,Nuevo_4,No
6183,Plástico,6-10 años,146.57127921346157,108.0,CE,Sí
6184,Metal,11+ años,76.87753118785662,48.0,ISO 8124,Nuevo_3
6185,Nuevo_2,,959.812216760162,69.0,ASTM F963,Sí
6186,Plástico,6-10 años,522.6096516430232,47.0,Nuevo_5,Nuevo_5
6187,Tela,Nuevo_4,775.4433841508807,15.0,Nuevo_1,Nuevo_3
6188,Madera,11+ años,535.7171784181567,42.0,Nuevo_3,No
6189,Nuevo_2,,616.3728447774639,23.0,CE,Nuevo_4
6190,Tela,3-5 años,396.082705672614,16.0,Nuevo_2,Sí
6191,Nuevo_2,Nuevo_1,962.0643663587424,60.0,ASTM F963,Sí
6192,Tela,11+ años,544.1795443172479,101.0,ISO 8124,No
6193,Plástico,0-2 años,78.24595838249257,118.0,CE,Sí
6194,Plástico,3-5 años,509.1259243948854,81.0,CE,Sí
6195,Madera,0-2 años,859.7833458545254,18.0,ISO 8124,Sí
6196,Nuevo_1,,169.21304688348533,20.0,Nuevo_4,No
6197,Madera,6-10 años,656.8307660319178,97.0,ISO 8124,No
6198,Nuevo_4,11+ años,648.4944135148241,52.0,Nuevo_1,Sí
6199,Metal,,644.8787111771588,99.0,ASTM F963,No
6200,Madera,3-5 años,530.3060239157089,7.0,ASTM F963,Nuevo_1
6201,Nuevo_2,0-2 años,926.6494023364562,87.0,CE,No
6202,Metal,6-10 años,,10.0,CE,Nuevo_4
6203,Nuevo_3,0-2 años,920.4995109474772,108.0,CE,No
6204,Madera,3-5 años,813.8075838437869,32.0,ASTM F963,Sí
6205,Madera,0-2 años,160.67683352849164,103.0,Nuevo_4,Sí
6206,Nuevo_4,0-2 años,193.73374977352032,35.0,CE,Sí
6207,Madera,0-2 años,739.0932673406747,101.0,Nuevo_3,Nuevo_5
6208,Nuevo_5,6-10 años,517.8558933298593,67.0,Nuevo_5,No
6209,Nuevo_4,3-5 años,738.8285076300028,46.0,Nuevo_4,Nuevo_5
6210,,Nuevo_3,440.5225415512495,83.0,ASTM F963,No
6211,Madera,3-5 años,984.8932270350252,27.0,ASTM F963,Sí
6212,Tela,11+ años,939.1798168496804,5.0,Nuevo_2,Nuevo_2
6213,Madera,0-2 años,720.2640008253114,89.0,Nuevo_3,Sí
6214,Metal,6-10 años,,93.0,ASTM F963,Nuevo_1
6215,Madera,,728.5779350872992,105.0,ASTM F963,Nuevo_2
6216,Tela,11+ años,895.9528638179419,75.0,ASTM F963,No
6217,Madera,11+ años,348.6018099044085,77.0,ASTM F963,Sí
6218,Madera,0-2 años,250.18536244324375,26.0,ISO 8124,Nuevo_2
6219,Madera,3-5 años,504.3894725808509,15.0,ASTM F963,No
6220,Metal,6-10 años,,90.0,ISO 8124,No
6221,Madera,Nuevo_5,939.115131441788,81.0,Nuevo_4,No
6222,Metal,3-5 años,788.2787255266335,46.0,ASTM F963,No
6223,Nuevo_1,3-5 años,320.031490172166,103.0,CE,Nuevo_3
6224,Metal,6-10 años,461.342347123969,25.0,CE,No
6225,Madera,0-2 años,113.7612879261102,73.0,ISO 8124,Sí
6226,Tela,0-2 años,321.1795010670821,81.0,ASTM F963,Nuevo_5
6227,,,728.8454235481654,95.0,ASTM F963,Sí
6228,Madera,0-2 años,730.5642714765268,39.0,ISO 8124,Sí
6229,Tela,Nuevo_1,924.3068718843156,31.0,CE,Sí
6230,Metal,0-2 años,102.66147636022002,15.0,Nuevo_5,Nuevo_5
6231,Madera,6-10 años,723.2687837125384,116.0,ISO 8124,No
6232,Plástico,3-5 años,903.0653517540704,108.0,ISO 8124,No
6233,Nuevo_4,6-10 años,811.7811647381218,25.0,ASTM F963,Nuevo_2
6234,Plástico,0-2 años,214.2679476477712,40.0,CE,No
6235,Metal,3-5 años,609.9701681599382,92.0,Nuevo_1,No
6236,,,820.7359540381792,15.0,ISO 8124,Nuevo_2
6237,Madera,3-5 años,952.1642993758244,44.0,ISO 8124,Nuevo_2
6238,Nuevo_3,Nuevo_2,585.038936710585,83.0,ISO 8124,Sí
6239,Nuevo_2,6-10 años,632.857629356264,82.0,ISO 8124,Sí
6240,,3-5 años,235.91863964708736,94.0,ISO 8124,No
6241,,6-10 años,654.4743396978881,47.0,Nuevo_1,Nuevo_3
6242,Tela,3-5 años,712.384454801107,8.0,CE,Nuevo_2
6243,Nuevo_5,0-2 años,52.962097274261126,46.0,ASTM F963,No
6244,,11+ años,654.1888429219359,10.0,ISO 8124,Sí
6245,,6-10 años,836.5219952399074,95.0,ASTM F963,No
6246,Tela,,,79.0,ASTM F963,Nuevo_2
6247,Plástico,11+ años,802.9218926445498,87.0,CE,Sí
6248,,0-2 años,828.4623849597438,110.0,Nuevo_3,No
6249,Plástico,6-10 años,566.1276739351166,13.0,Nuevo_4,No
6250,Nuevo_2,6-10 años,247.8826574164784,99.0,CE,Sí
6251,,11+ años,626.3933912284558,12.0,Nuevo_1,Nuevo_5
6252,Plástico,0-2 años,80.73518743111775,66.0,CE,Sí
6253,Madera,0-2 años,,47.0,ASTM F963,No
6254,,11+ años,461.228641009578,65.0,CE,No
6255,Madera,11+ años,183.46782569366397,80.0,ISO 8124,Sí
6256,Plástico,,985.7008069723544,87.0,Nuevo_1,No
6257,Madera,0-2 años,,119.0,Nuevo_4,Nuevo_4
6258,Metal,3-5 años,93.86781855407573,93.0,Nuevo_5,No
6259,Plástico,11+ años,705.8275387049233,113.0,Nuevo_5,Nuevo_2
6260,Metal,3-5 años,832.13689176887,70.0,ISO 8124,Nuevo_1
6261,Metal,0-2 años,960.5306804646358,87.0,CE,No
6262,,Nuevo_2,734.8484651199213,117.0,ASTM F963,No
6263,Tela,0-2 años,711.5373962607247,76.0,ASTM F963,Sí
6264,Tela,3-5 años,738.1232214640995,35.0,ASTM F963,No
6265,Madera,0-2 años,166.17454683179676,29.0,ASTM F963,No
6266,Madera,11+ años,263.26530506146685,83.0,CE,Nuevo_3
6267,Metal,Nuevo_4,276.80455328380435,37.0,ISO 8124,No
6268,Plástico,0-2 años,244.21403260685275,83.0,Nuevo_2,No
6269,Madera,11+ años,875.9042055894053,97.0,ASTM F963,Nuevo_4
6270,Plástico,6-10 años,537.0041692018531,68.0,Nuevo_1,Sí
6271,Plástico,3-5 años,536.2662206823929,41.0,ASTM F963,No
6272,Madera,,994.5788789831764,54.0,ASTM F963,Sí
6273,Plástico,Nuevo_2,396.3958253992672,14.0,Nuevo_1,Sí
6274,Metal,0-2 años,407.65428760995263,42.0,ASTM F963,No
6275,,3-5 años,454.0123786311119,24.0,CE,No
6276,Plástico,6-10 años,,60.0,ISO 8124,No
6277,Nuevo_2,6-10 años,305.56662398597564,57.0,ISO 8124,No
6278,Metal,11+ años,,109.0,ASTM F963,Sí
6279,Nuevo_1,Nuevo_2,495.84425376967073,52.0,Nuevo_4,Sí
6280,Nuevo_3,0-2 años,235.0552825951733,43.0,Nuevo_2,Sí
6281,Nuevo_3,11+ años,883.6968876501704,308.6856503027849,CE,No
6282,Madera,11+ años,416.6986373367942,45.0,ISO 8124,Nuevo_1
6283,Plástico,0-2 años,404.8246638701202,109.0,ASTM F963,No
6284,Plástico,0-2 años,488.3389874966293,87.0,CE,No
6285,Nuevo_5,0-2 años,600.2923263111171,59.0,CE,Sí
6286,,11+ años,722.8846100281997,109.0,Nuevo_4,Nuevo_5
6287,Plástico,11+ años,678.048183457066,105.0,Nuevo_5,No
6288,,3-5 años,701.1413716643935,105.0,ASTM F963,No
6289,Tela,6-10 años,228.9189451574896,118.0,Nuevo_2,No
6290,Tela,Nuevo_2,986.5487800204792,96.0,ASTM F963,Nuevo_2
6291,Tela,11+ años,469.3555895379325,87.0,CE,No
6292,Nuevo_5,0-2 años,809.8268307332676,41.0,ISO 8124,No
6293,Metal,0-2 años,591.5738533638147,59.0,Nuevo_4,Sí
6294,Metal,6-10 años,490.2010010448188,91.0,CE,Nuevo_5
6295,Plástico,0-2 años,680.6954849040995,97.0,ISO 8124,Nuevo_3
6296,Metal,3-5 años,,142.47030013974688,Nuevo_1,Sí
6297,Plástico,0-2 años,551.8447080269406,49.0,CE,Nuevo_4
6298,Metal,Nuevo_2,575.2008216266867,85.0,ASTM F963,Sí
6299,Metal,0-2 años,637.1717321071482,109.0,Nuevo_1,Nuevo_4
6300,Nuevo_4,,519.903991633932,8.0,ISO 8124,Sí
6301,Tela,11+ años,327.3362238255896,71.0,ASTM F963,Nuevo_2
6302,Metal,Nuevo_3,995.5821631507118,49.0,Nuevo_4,Sí
6303,Madera,0-2 años,987.1567185084024,76.0,ISO 8124,No
6304,Madera,6-10 años,422.3553416207597,70.0,ASTM F963,Sí
6305,,3-5 años,315.24067525872704,75.0,CE,No
6306,Madera,Nuevo_4,235.91779659953556,80.0,ASTM F963,Sí
6307,Nuevo_4,6-10 años,786.2782085588805,31.0,Nuevo_4,Nuevo_1
6308,Plástico,0-2 años,874.9229370014768,65.0,ASTM F963,Nuevo_3
6309,Nuevo_3,0-2 años,119.692538057025,73.0,CE,Sí
6310,Tela,,444.7022071262391,88.0,ASTM F963,No
6311,Madera,0-2 años,241.96821357754345,71.0,ISO 8124,Sí
6312,Plástico,11+ años,766.8210820589399,83.0,ISO 8124,No
6313,Nuevo_2,3-5 años,407.45454681232,116.0,Nuevo_1,Sí
6314,Madera,11+ años,259.5568626575995,37.0,ASTM F963,Nuevo_1
6315,Nuevo_4,,274.5512861483726,54.0,ISO 8124,No
6316,Tela,3-5 años,386.8017714547855,62.0,ISO 8124,Sí
6317,Metal,0-2 años,615.8446444105944,47.0,Nuevo_2,Nuevo_2
6318,Metal,,783.4714596272264,80.0,CE,Nuevo_2
6319,Nuevo_1,,371.6847276175277,101.0,ISO 8124,Sí
6320,Metal,0-2 años,182.33605756469845,21.0,ASTM F963,Nuevo_2
6321,Tela,,837.372822565523,8.0,ISO 8124,Nuevo_1
6322,Metal,Nuevo_3,358.67354210338146,83.0,CE,Sí
6323,Madera,Nuevo_1,483.2417449658304,35.0,ASTM F963,No
6324,Metal,3-5 años,309.53182091794923,8.0,ASTM F963,No
6325,Metal,,203.8431038778497,42.0,ASTM F963,Nuevo_3
6326,Madera,6-10 años,482.66046147641975,76.0,ASTM F963,Nuevo_5
6327,Plástico,3-5 años,180.1855911353766,85.0,CE,No
6328,Madera,,384.9024821826444,62.0,ISO 8124,Sí
6329,Madera,Nuevo_3,618.1378030011018,80.0,CE,Sí
6330,Nuevo_5,,710.4439299006642,30.0,ISO 8124,Nuevo_5
6331,Plástico,0-2 años,487.1616282475236,28.0,ASTM F963,Nuevo_5
6332,Madera,6-10 años,167.98638055191867,40.0,ISO 8124,Nuevo_3
6333,Tela,3-5 años,812.420661113839,56.0,Nuevo_5,Sí
6334,Madera,,302.97811338791894,46.0,ISO 8124,Nuevo_1
6335,Madera,6-10 años,201.4966254174832,12.0,ISO 8124,No
6336,Tela,0-2 años,222.3551303527979,39.0,CE,Nuevo_5
6337,Madera,0-2 años,593.9666102634129,109.0,ASTM F963,No
6338,Metal,3-5 años,262.3206697058283,111.0,ASTM F963,Sí
6339,Tela,3-5 años,,17.0,Nuevo_4,Sí
6340,Tela,0-2 años,559.4547139764964,80.0,ISO 8124,Sí
6341,Metal,6-10 años,463.908678696808,22.0,ISO 8124,No
6342,Tela,11+ años,627.3590666385431,111.0,ISO 8124,Sí
6343,Madera,0-2 años,,23.0,Nuevo_2,No
6344,Tela,6-10 años,225.56918652860097,81.0,ISO 8124,Nuevo_3
6345,,Nuevo_4,,105.0,CE,Nuevo_5
6346,Tela,6-10 años,207.6066329789897,16.0,ASTM F963,Sí
6347,Metal,6-10 años,998.0777056054612,33.0,ASTM F963,No
6348,Tela,0-2 años,458.3291471078418,18.0,Nuevo_1,Nuevo_3
6349,Metal,6-10 años,518.8772673057629,89.0,CE,Nuevo_5
6350,Plástico,3-5 años,409.7002656455009,49.0,CE,Sí
6351,Metal,6-10 años,631.1139238364715,110.0,ASTM F963,No
6352,,3-5 años,244.24920024293928,101.0,ISO 8124,Nuevo_3
6353,Nuevo_5,3-5 años,734.26191437911,77.0,Nuevo_4,Nuevo_5
6354,Metal,6-10 años,,107.0,ISO 8124,Sí
6355,Madera,3-5 años,943.0666963028962,27.0,CE,Nuevo_5
6356,Madera,11+ años,872.6405693727664,14.0,ISO 8124,No
6357,Madera,0-2 años,623.699361581587,93.0,CE,Nuevo_1
6358,Madera,Nuevo_5,860.1783580403426,97.0,ASTM F963,Sí
6359,Madera,0-2 años,401.51645341839264,110.0,ASTM F963,No
6360,Plástico,Nuevo_4,632.8511877439095,78.0,ASTM F963,No
6361,Tela,0-2 años,803.8007403185718,56.0,ISO 8124,Nuevo_5
6362,Tela,0-2 años,230.03665261272292,105.0,ISO 8124,Sí
6363,Plástico,3-5 años,71.86578806995121,91.0,CE,No
6364,Madera,3-5 años,474.2443595997983,100.0,ISO 8124,Sí
6365,Madera,6-10 años,307.38603404166963,80.0,Nuevo_5,Sí
6366,Tela,11+ años,678.6700006299318,119.0,ASTM F963,Sí
6367,Madera,0-2 años,129.33308150064522,85.0,ASTM F963,Sí
6368,Plástico,Nuevo_5,714.0608463529193,8.0,ISO 8124,No
6369,Metal,11+ años,869.3143278872324,55.0,ASTM F963,Sí
6370,Metal,0-2 años,497.3599983964305,70.0,CE,Nuevo_4
6371,Madera,,444.6692024175829,20.0,ISO 8124,No
6372,Tela,3-5 años,775.2923631022738,98.0,ISO 8124,Nuevo_4
6373,Nuevo_2,Nuevo_4,563.207591448888,41.0,Nuevo_5,Sí
6374,Madera,6-10 años,413.3168319938211,102.0,ISO 8124,No
6375,Nuevo_3,Nuevo_4,237.55623263044208,85.0,CE,Nuevo_4
6376,Tela,6-10 años,69.73929705363454,49.0,Nuevo_3,Sí
6377,Tela,Nuevo_5,305.3504101098092,73.0,CE,Sí
6378,,3-5 años,317.66269275717394,112.0,CE,No
6379,Plástico,0-2 años,684.9639035895614,16.0,Nuevo_4,No
6380,Nuevo_1,3-5 años,959.6918300317724,34.0,ISO 8124,Sí
6381,Nuevo_1,3-5 años,83.31301559336727,72.0,ISO 8124,No
6382,,0-2 años,173.21880176506488,91.0,CE,Nuevo_4
6383,Metal,6-10 años,807.8809739303026,23.0,Nuevo_2,Nuevo_1
6384,Tela,,562.980311003753,79.0,Nuevo_2,No
6385,Metal,11+ años,794.7649644308099,46.0,Nuevo_4,Sí
6386,Metal,3-5 años,595.3900305897525,15.0,ASTM F963,No
6387,Metal,0-2 años,581.2436915103609,113.0,Nuevo_1,No
6388,Plástico,6-10 años,522.5185272599076,52.0,ASTM F963,No
6389,Madera,0-2 años,562.1683122007894,114.0,Nuevo_1,Sí
6390,Plástico,3-5 años,,20.0,ISO 8124,Nuevo_2
6391,Nuevo_4,Nuevo_5,971.278228218147,69.0,ISO 8124,No
6392,Plástico,6-10 años,102.8327822536643,15.0,ASTM F963,No
6393,Madera,Nuevo_3,268.8790282112027,474.90100046582296,ASTM F963,Sí
6394,Madera,6-10 años,,84.0,Nuevo_3,No
6395,,6-10 años,128.62952305601652,89.0,ISO 8124,Nuevo_1
6396,Nuevo_2,Nuevo_2,907.832930304841,42.0,Nuevo_4,Nuevo_1
6397,Tela,6-10 años,836.9666930891423,5.0,Nuevo_3,Nuevo_2
6398,Nuevo_5,11+ años,578.3402586305633,101.0,CE,Sí
6399,,11+ años,649.1313856921342,5.0,ASTM F963,Sí
6400,Tela,Nuevo_5,969.8419304617162,107.0,ISO 8124,Sí
6401,Nuevo_3,11+ años,191.3287504136941,104.0,CE,Nuevo_1
6402,Nuevo_1,3-5 años,131.33099514206384,33.0,ASTM F963,Nuevo_5
6403,Plástico,11+ años,851.2060642498469,117.0,Nuevo_5,Nuevo_3
6404,Nuevo_3,11+ años,749.5776482297816,44.0,CE,No
6405,Nuevo_3,Nuevo_4,875.6007636678299,5.0,ISO 8124,Sí
6406,Metal,6-10 años,585.1434315610254,76.0,ASTM F963,Sí
6407,Plástico,0-2 años,661.3078044908789,77.0,CE,Nuevo_5
6408,Madera,6-10 años,874.7927209106771,91.0,ASTM F963,Sí
6409,Plástico,Nuevo_5,229.77345325156895,56.0,Nuevo_3,No
6410,Plástico,,158.82491891466643,84.0,CE,Sí
6411,Plástico,6-10 años,745.613811178197,65.0,ASTM F963,Sí
6412,Madera,6-10 años,991.2276328949172,100.0,ISO 8124,Nuevo_2
6413,Tela,6-10 años,351.15290905867755,103.0,CE,Nuevo_4
6414,Metal,11+ años,62.12404426863255,119.0,ISO 8124,No
6415,Madera,3-5 años,893.9898680807084,14.0,Nuevo_4,No
6416,Plástico,6-10 años,503.54009733763513,12.0,Nuevo_4,Sí
6417,Nuevo_4,,195.43934543790104,37.0,CE,No
6418,Nuevo_4,0-2 años,112.1848329245052,18.0,Nuevo_1,No
6419,Tela,6-10 años,955.5817048340216,53.0,CE,Sí
6420,Plástico,0-2 años,956.376977210354,23.0,ISO 8124,No
6421,Plástico,11+ años,277.5911861821953,17.0,CE,Nuevo_2
6422,Plástico,,241.35997631654536,75.0,ISO 8124,Sí
6423,Plástico,Nuevo_5,294.31122694600765,17.0,ASTM F963,Sí
6424,Nuevo_3,3-5 años,673.3764447422126,76.0,Nuevo_5,Sí
6425,Nuevo_2,0-2 años,527.8944730266869,83.0,ISO 8124,Sí
6426,Nuevo_1,6-10 años,906.2051727839536,16.0,ISO 8124,Sí
6427,Plástico,0-2 años,380.0365649610756,7.0,Nuevo_4,No
6428,Tela,3-5 años,195.1609935654645,78.0,ASTM F963,Nuevo_4
6429,Tela,6-10 años,488.5744200716918,77.0,ISO 8124,No
6430,Madera,11+ años,976.0085728096952,20.0,ASTM F963,Sí
6431,,6-10 años,221.3258037530556,105.0,Nuevo_3,Sí
6432,Plástico,6-10 años,483.78548084525113,88.0,ASTM F963,Sí
6433,Plástico,6-10 años,198.14872661799404,53.0,Nuevo_2,Nuevo_3
6434,Nuevo_5,11+ años,968.6420027388732,29.0,Nuevo_1,Sí
6435,Tela,6-10 años,80.15319479728069,39.0,Nuevo_3,No
6436,Madera,0-2 años,721.4696258173744,118.0,ASTM F963,Sí
6437,Madera,6-10 años,560.0465826261479,58.0,CE,No
6438,,0-2 años,725.5906324124007,57.0,ISO 8124,No
6439,Metal,3-5 años,739.6224950340675,59.0,ASTM F963,Nuevo_1
6440,Tela,Nuevo_5,78.94643994128592,27.0,Nuevo_2,Sí
6441,Plástico,3-5 años,149.19315574897706,79.0,Nuevo_4,Nuevo_5
6442,,0-2 años,534.0326238389761,28.0,ASTM F963,Sí
6443,,,937.7917931773648,31.0,Nuevo_5,Sí
6444,Metal,0-2 años,330.3245045669456,59.0,ASTM F963,Nuevo_1
6445,Plástico,0-2 años,526.123319745485,119.0,ASTM F963,Sí
6446,Plástico,,619.4554840994365,43.0,CE,Nuevo_2
6447,Metal,,,84.0,CE,No
6448,Nuevo_4,11+ años,,102.0,Nuevo_1,Sí
6449,Madera,6-10 años,,101.0,Nuevo_5,Sí
6450,Metal,6-10 años,486.0086704078311,58.0,ISO 8124,Sí
6451,Nuevo_1,3-5 años,2777.5809952917884,57.0,CE,Sí
6452,Madera,0-2 años,772.5260808572076,37.0,Nuevo_1,Sí
6453,Nuevo_2,6-10 años,362.0587342632556,69.0,Nuevo_1,No
6454,Madera,3-5 años,442.50168291788606,151.96832014906335,ASTM F963,Nuevo_1
6455,Tela,0-2 años,778.7011976610121,21.0,ISO 8124,Sí
6456,Madera,0-2 años,858.6526455934411,13.0,CE,No
6457,Metal,11+ años,750.3593531280485,48.0,CE,No
6458,Metal,6-10 años,790.3252305498053,59.0,Nuevo_1,No
6459,Metal,3-5 años,461.5668368557578,77.0,ISO 8124,Sí
6460,Tela,11+ años,3113.64714593808,101.0,CE,Nuevo_2
6461,Nuevo_4,11+ años,383.7390659942133,40.0,CE,Sí
6462,Plástico,6-10 años,648.6286514743099,99.0,CE,No
6463,Plástico,,392.2580479164393,79.0,ISO 8124,Sí
6464,Plástico,3-5 años,217.41218567856131,83.0,ASTM F963,Sí
6465,Madera,0-2 años,526.1196284371108,71.0,ASTM F963,Nuevo_4
6466,Plástico,Nuevo_5,114.79969224242502,17.0,CE,Sí
6467,Tela,6-10 años,719.3817284776686,46.0,ASTM F963,Nuevo_1
6468,Tela,6-10 años,118.08328497028536,95.0,Nuevo_4,No
6469,Nuevo_3,Nuevo_3,272.2039256714121,8.0,ISO 8124,No
6470,Metal,0-2 años,634.5219850093961,118.0,ASTM F963,No
6471,Nuevo_3,0-2 años,97.23678556666758,41.0,Nuevo_2,Sí
6472,Nuevo_4,0-2 años,920.8923786488178,115.0,Nuevo_2,Nuevo_4
6473,Plástico,11+ años,848.8029851385432,79.0,CE,Nuevo_4
6474,Nuevo_3,,776.3849877114365,23.0,Nuevo_3,Nuevo_5
6475,Metal,6-10 años,,83.0,Nuevo_3,No
6476,,11+ años,,9.0,ISO 8124,No
6477,Plástico,3-5 años,920.2314357638965,108.0,ASTM F963,Nuevo_3
6478,,3-5 años,545.5554845070784,48.0,ISO 8124,Nuevo_1
6479,Nuevo_1,11+ años,53.18152643704026,63.0,CE,No
6480,Metal,3-5 años,531.579502749112,109.0,CE,No
6481,,Nuevo_3,989.4479317266808,115.0,Nuevo_1,No
6482,Nuevo_3,11+ años,,37.0,Nuevo_1,Sí
6483,Madera,,393.4878898269705,77.0,CE,Sí
6484,Tela,3-5 años,790.8144604425614,25.0,ISO 8124,Nuevo_3
6485,Madera,11+ años,,95.0,ISO 8124,No
6486,Metal,6-10 años,719.811708769849,37.0,ISO 8124,Sí
6487,Plástico,3-5 años,,94.0,ASTM F963,Nuevo_3
6488,Metal,3-5 años,717.0535478345544,36.0,Nuevo_4,Nuevo_2
6489,Metal,Nuevo_3,493.68133756787495,47.0,Nuevo_5,Sí
6490,Madera,11+ años,295.24369660871616,6.0,ISO 8124,Sí
6491,Plástico,Nuevo_3,540.0214731756244,8.0,ASTM F963,Nuevo_4
6492,Tela,0-2 años,292.9160910548161,86.0,CE,Nuevo_5
6493,Nuevo_5,3-5 años,683.4091727973052,76.0,ISO 8124,Sí
6494,Nuevo_2,Nuevo_1,,5.0,ASTM F963,Sí
6495,,0-2 años,,81.0,ASTM F963,Sí
6496,Metal,11+ años,206.91709978791783,60.0,Nuevo_3,Nuevo_3
6497,Plástico,Nuevo_2,208.4823958197475,9.0,CE,Nuevo_3
6498,Madera,11+ años,,50.0,CE,No
6499,Madera,Nuevo_5,986.2722371077742,7.0,Nuevo_5,Sí
6500,Tela,6-10 años,230.44921068847972,17.0,Nuevo_4,Nuevo_5
6501,Nuevo_5,11+ años,,59.0,ISO 8124,Nuevo_4
6502,Nuevo_4,Nuevo_1,223.795702830956,87.0,ISO 8124,No
6503,Plástico,6-10 años,829.1902065389041,53.0,Nuevo_5,Sí
6504,Tela,6-10 años,665.0588032702883,24.0,ISO 8124,Nuevo_5
6505,Metal,Nuevo_4,456.1644316502084,77.0,CE,No
6506,Plástico,Nuevo_2,945.5338803112404,11.0,Nuevo_1,Nuevo_5
6507,Plástico,11+ años,974.0204346793724,60.0,CE,Nuevo_2
6508,Nuevo_4,11+ años,682.7792480014724,99.0,CE,No
6509,,3-5 años,644.9088548992628,62.0,ASTM F963,Sí
6510,Metal,6-10 años,549.4427583701734,99.0,ISO 8124,Nuevo_3
6511,Nuevo_4,Nuevo_3,336.31186222096085,78.0,CE,No
6512,Nuevo_4,6-10 años,985.8206888797984,45.0,ASTM F963,Sí
6513,Metal,11+ años,,65.0,ASTM F963,Nuevo_1
6514,Metal,6-10 años,875.8676926078334,89.0,ASTM F963,Sí
6515,Metal,6-10 años,166.32908638263314,74.0,CE,Sí
6516,Madera,,945.649513229777,108.0,ASTM F963,Sí
6517,Metal,6-10 años,116.93063105321654,51.0,ISO 8124,Nuevo_3
6518,Plástico,6-10 años,157.9568070208069,26.0,ISO 8124,Sí
6519,Tela,6-10 años,802.815774678461,110.0,CE,Sí
6520,Madera,11+ años,225.85884147562084,19.0,CE,No
6521,Plástico,Nuevo_5,,39.0,ASTM F963,Sí
6522,Plástico,,969.4951035288682,41.0,CE,No
6523,Nuevo_5,6-10 años,,79.0,CE,No
6524,Tela,3-5 años,,119.0,ISO 8124,Nuevo_5
6525,Nuevo_2,6-10 años,911.2844146117352,30.0,CE,No
6526,Tela,Nuevo_5,312.24213570742285,72.0,CE,No
6527,Plástico,0-2 años,603.0148180160057,37.0,ASTM F963,Nuevo_4
6528,Madera,,116.10666654929372,111.0,Nuevo_3,Nuevo_1
6529,Tela,6-10 años,,57.0,CE,No
6530,Madera,,196.1547080135252,16.0,ISO 8124,Sí
6531,Metal,3-5 años,194.0212632809341,84.0,CE,No
6532,Madera,Nuevo_2,8889.245144281944,15.0,Nuevo_2,No
6533,,3-5 años,99.25037753309203,50.0,ISO 8124,No
6534,Nuevo_3,Nuevo_4,542.7204201859398,72.0,ASTM F963,Sí
6535,Tela,6-10 años,751.672276029993,43.0,Nuevo_2,Nuevo_2
6536,Metal,6-10 años,249.23023791838503,65.0,Nuevo_2,Nuevo_3
6537,Nuevo_3,Nuevo_2,669.3549975502286,50.0,ASTM F963,Sí
6538,Metal,6-10 años,246.1761387144716,18.0,Nuevo_2,Nuevo_2
6539,Tela,6-10 años,904.1060865532824,72.0,CE,Nuevo_1
6540,Metal,3-5 años,352.9903846738462,13.0,Nuevo_5,Nuevo_4
6541,Nuevo_3,,803.8437400723333,77.0,ISO 8124,Sí
6542,,Nuevo_5,799.4109004211023,17.0,CE,No
6543,,3-5 años,602.6835418639808,62.0,CE,Nuevo_3
6544,Metal,,6612.331653604643,112.0,ISO 8124,Sí
6545,Tela,Nuevo_1,689.746831558173,54.0,CE,Nuevo_5
6546,Metal,0-2 años,93.90768979151042,19.0,ISO 8124,Nuevo_5
6547,Nuevo_5,3-5 años,281.53174272843523,78.0,Nuevo_4,Nuevo_1
6548,Plástico,0-2 años,234.2247919763036,43.0,ASTM F963,Sí
6549,Tela,11+ años,524.3658415913964,118.0,CE,Sí
6550,Madera,0-2 años,385.70792071813656,27.0,CE,Nuevo_4
6551,Madera,0-2 años,,62.0,ASTM F963,No
6552,Plástico,0-2 años,450.4941481220472,66.0,ASTM F963,No
6553,Metal,,,31.0,ISO 8124,Sí
6554,Tela,11+ años,669.6372113426218,72.0,CE,No
6555,Plástico,0-2 años,314.46199983067794,54.0,ISO 8124,Sí
6556,Tela,3-5 años,126.62880559316072,92.0,ISO 8124,No
6557,Tela,3-5 años,896.2096939635171,96.0,Nuevo_4,No
6558,Metal,0-2 años,762.7878990991205,21.0,Nuevo_3,Sí
